Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"128,695,000","122,710,000","98,509,000","110,568,000","102,688,000","99,582,000","85,366,000","60,757,000","57,244,000","53,113,000","43,089,000","38,309,000","35,954,000","36,365,000","30,205,000","31,015,000","29,317,000","29,605,000","29,137,000","30,122,555",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),25.326%,23.225%,15.396%,81.984%,79.386%,87.491%,98.116%,58.597%,59.215%,46.055%,42.655%,23.518%,22.639%,22.834%,3.665%,2.963%,-5.115%,2.660%,134.061%,5924.511%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"22,561,000","18,390,000","15,101,000","17,781,000","97,829,000","15,999,000","13,508,000","15,288,000","17,975,000","11,626,000","9,293,000","12,340,000","9,797,000","8,995,000","7,688,000","9,044,000","7,628,000","8,490,000","8,374,000","10,706,655",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"106,134,000","104,320,000","83,408,000","92,787,000","4,859,000","83,583,000","71,858,000","45,469,000","39,269,000","41,487,000","33,796,000","25,969,000","26,157,000","27,370,000","22,517,000","21,971,000","21,689,000","21,115,000","20,763,000","19,415,900",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","45,880,000","40,730,000","46,938,000","42,036,000","33,560,000","28,396,000","29,718,000","14,088,000","13,649,000","12,918,000","16,430,000","13,227,000","12,153,000","11,532,000","12,716,000","13,353,000","9,985,000","10,833,000","10,063,000","11,409,213",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"55,225,000","50,074,000","56,282,000","51,095,000","42,047,000","36,884,000","36,249,000","14,668,000","14,167,000","12,918,000","16,430,000","13,227,000","12,153,000","11,532,000","12,716,000","13,353,000","9,985,000","10,833,000","10,063,000","11,409,213",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"50,909,000","54,246,000","27,126,000","41,692,000","-37,188,000","46,699,000","35,609,000","30,801,000","25,102,000","28,569,000","17,366,000","12,742,000","14,004,000","15,838,000","9,801,000","8,618,000","11,704,000","10,282,000","10,700,000","8,006,687",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-265,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,537,000","3,804,000","1,963,000","1,423,000",-,"1,813,000","1,704,000","2,207,000","1,034,000","276,000","93,000","71,000","68,000","62,000","81,000","106,000","33,000","111,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"336,000","408,043",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"55,446,000","58,050,000","29,089,000","43,115,000","-37,453,000","48,512,000","37,313,000","33,008,000","26,136,000","28,845,000","17,459,000","12,813,000","14,072,000","15,900,000","9,882,000","8,724,000","11,737,000","10,393,000","11,036,000","8,414,730",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"1,759,000","-2,262,000",-,"3,592,000","-568,000",-,-,-,"-129,000","-600,000",-,-,-,-,-,-,-,-,-,"-9,360",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"57,205,000","55,788,000","29,089,000","46,707,000","-38,021,000","48,512,000","37,313,000","33,008,000","26,007,000","28,245,000","17,459,000","12,813,000","14,072,000","15,900,000","9,882,000","8,724,000","11,737,000","10,393,000","11,036,000","8,405,370",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"13,321,000","14,994,000","5,814,000","11,863,000","-7,257,000","10,750,000","7,745,000","7,537,000","3,259,000","6,626,000","4,218,000","3,504,000","3,743,000","3,719,000","2,219,000","-2,713,000","-31,603,000","613,000","610,000","475,657",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"43,884,000","40,794,000","23,275,000","34,844,000","-30,764,000","37,762,000","29,568,000","25,471,000","22,748,000","21,619,000","13,241,000","9,309,000","10,329,000","12,181,000","7,663,000","11,437,000","43,340,000","9,780,000","10,426,000","7,929,713",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"43,884,000","40,794,000","23,275,000","34,844,000","-30,764,000","37,762,000","29,568,000","25,471,000","22,748,000","21,619,000","13,241,000","9,309,000","10,329,000","12,181,000","7,663,000","11,437,000","43,340,000","9,780,000","10,426,000","7,929,713",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,8.029%,-21.283%,36.799%,-,74.670%,123.306%,173.617%,120.234%,77.481%,72.791%,-18.606%,-76.168%,24.550%,-26.501%,44.230%,217.971%,-10.766%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
