Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","7,846,000","8,157,000","6,162,000","4,881,000","4,494,000","3,693,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"16,264,000","13,110,000","7,839,000","8,765,000","8,205,000","7,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"24,110,000","21,267,000","14,001,000","13,646,000","12,699,000","11,593,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-24,110,000","-21,267,000","-14,001,000","-13,646,000","-12,699,000","-11,593,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,929,000","1,929,000","353,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"519,000",-,-,"82,000","434,000","975,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-21,662,000","-19,338,000","-13,648,000","-13,564,000","-12,265,000","-10,618,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-21,662,000","-19,338,000","-13,648,000","-13,564,000","-12,265,000","-10,618,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"43,000","43,000","28,000","28,000","27,000","31,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-21,705,000","-19,381,000","-13,676,000","-13,592,000","-12,292,000","-10,649,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-21,705,000","-19,381,000","-13,676,000","-13,592,000","-12,292,000","-10,649,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"39,206,361","32,566,723","26,443,067","20,773,399","15,680,320","11,987,696",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"39,206,361","32,566,723","26,443,067","20,773,399","15,680,320","11,987,696",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),32.122%,23.158%,27.293%,32.481%,30.803%,54.809%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.554,-0.595,-0.517,-0.654,-0.784,-0.888,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.554,-0.595,-0.517,-0.654,-0.784,-0.888,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-19,475,000","-18,752,000","-11,592,000","-12,274,000","-9,232,000","-9,104,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.497,-0.576,-0.438,-0.591,-0.589,-0.759,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-24,074,000","-21,237,000","-13,976,000","-13,622,000","-12,678,000","-11,572,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"36,000","30,000","25,000","24,000","21,000","21,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-24,110,000","-21,267,000","-14,001,000","-13,646,000","-12,699,000","-11,593,000",Upgrade,Financials in USD,Fiscal year is January - December
