Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"748,900,000","714,900,000","677,700,000","614,700,000","609,400,000","596,500,000","506,900,000","491,500,000","516,000,000","466,900,000","461,900,000","415,200,000","444,700,000","446,500,000","379,100,000","384,900,000","380,100,000","362,000,000","356,300,000","311,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"748,900,000","714,900,000","677,700,000","614,700,000","609,400,000","596,500,000","506,900,000","491,500,000","516,000,000","466,900,000","461,900,000","415,200,000","444,700,000","446,500,000","379,100,000","384,900,000","380,100,000","362,000,000","356,300,000","311,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),22.891%,19.849%,33.695%,25.066%,18.101%,27.758%,9.742%,18.377%,16.033%,4.569%,21.841%,7.872%,16.996%,23.343%,6.399%,23.722%,-5.330%,-3.105%,-1.737%,-18.432%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"83,100,000","77,800,000","72,900,000","71,000,000","70,100,000","64,100,000","52,300,000","58,800,000","37,200,000","29,700,000","25,900,000","34,600,000","27,700,000","37,200,000","23,000,000","34,800,000","24,000,000","25,900,000","23,400,000","28,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"665,800,000","637,100,000","604,800,000","543,700,000","539,300,000","532,400,000","454,600,000","432,700,000","478,800,000","437,200,000","436,000,000","380,600,000","417,000,000","409,300,000","356,100,000","350,100,000","356,100,000","336,100,000","332,900,000","282,300,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","154,100,000","177,600,000","144,400,000","131,100,000","127,600,000","130,000,000","87,300,000","153,900,000","98,400,000","141,500,000","79,000,000","128,600,000","109,100,000","112,800,000","115,700,000","161,300,000","66,300,000","105,900,000","93,000,000","104,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"103,500,000","139,600,000","104,100,000","151,400,000","84,700,000","89,000,000","82,900,000","93,900,000","66,100,000","93,900,000","69,000,000","82,800,000","78,000,000","74,300,000","174,800,000","122,400,000","68,700,000","89,700,000","73,200,000","113,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"257,600,000","317,200,000","248,500,000","282,500,000","212,300,000","219,000,000","170,200,000","247,800,000","164,500,000","235,400,000","148,000,000","211,400,000","187,100,000","187,100,000","290,500,000","283,700,000","135,000,000","195,600,000","166,200,000","217,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"408,200,000","319,900,000","356,300,000","261,200,000","327,000,000","313,400,000","284,400,000","184,900,000","314,300,000","201,800,000","288,000,000","169,200,000","229,900,000","222,200,000","65,600,000","66,400,000","221,100,000","140,500,000","166,700,000","64,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-10,100,000","-11,600,000","-13,300,000","-15,100,000","-15,600,000","-14,800,000","-13,800,000","-12,300,000","-9,200,000","-6,200,000","-4,700,000","-4,700,000","-4,600,000","-4,700,000","-4,600,000","-4,800,000","-4,900,000","-5,600,000","-8,200,000","-10,000,000",Upgrade,Financials in USD,Fiscal year is January - December
