Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,"2,732,000","2,168,000","211,120,000","1,745,000","4,091,000","1,641,000","1,826,000","1,870,000","338,000","73,746,000","1,694,000","12,886,000","2,344,000","54,024,000","462,000","122,000","8,127,000",-,-,"13,819,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-33.219%,32.115%,11461.884%,-6.684%,1110.355%,-97.775%,7.792%,-85.488%,-85.580%,36.506%,266.667%,10462.295%,-71.158%,-,-,-99.117%,-69.608%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"598,000","598,000","598,000","598,000","598,000","599,000","651,000","647,000","739,000","700,000","1,348,000","1,551,000","1,454,000","109,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"2,134,000","1,570,000","210,522,000","1,147,000","3,493,000","1,042,000","1,175,000","1,223,000","-401,000","73,046,000","346,000","11,335,000","890,000","53,915,000","462,000","122,000","8,127,000",-,-,"13,819,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","68,819,000","59,523,000","65,807,000","47,583,000","35,777,000","36,122,000","31,108,000","31,862,000","31,188,000","36,426,000","43,713,000","54,749,000","46,084,000","45,970,000","42,107,000","37,437,000","36,016,000","37,969,000","34,262,000","34,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"120,444,000","114,695,000","140,972,000","130,226,000","125,136,000","107,488,000","92,861,000","90,902,000","92,511,000","108,400,000","107,649,000","122,200,000","104,305,000","101,960,000","122,559,000","90,174,000","92,050,000","86,598,000","68,225,000","57,485,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"189,263,000","174,218,000","206,779,000","177,809,000","160,913,000","143,610,000","123,969,000","122,764,000","123,699,000","144,826,000","151,362,000","176,949,000","150,389,000","147,930,000","164,666,000","127,611,000","128,066,000","124,567,000","102,487,000","92,457,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-187,129,000","-172,648,000","3,743,000","-176,662,000","-157,420,000","-142,568,000","-122,794,000","-121,541,000","-124,100,000","-71,780,000","-151,016,000","-165,614,000","-149,499,000","-94,015,000","-164,204,000","-127,489,000","-119,939,000","-124,567,000","-102,487,000","-78,638,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-23,061,000","-22,937,000","-23,471,000","-20,268,000","-20,306,000","-20,594,000","-20,121,000","-19,990,000","-19,825,000","-20,279,000","-20,344,000","-15,134,000","-11,067,000","-10,839,000","-9,738,000","-10,962,000","-10,929,000","-10,754,000","-4,010,000","-3,040,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,296,000","5,195,000","4,075,000","5,578,000","3,793,000","4,514,000","4,153,000","4,092,000","2,417,000","766,000","267,000","182,000","234,000","323,000","394,000","448,000","692,000","934,000","1,941,000","2,410,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-6,563,000","-7,925,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,725,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,797,000","-632,000","1,347,000","513,000","67,000","41,000","-324,000","-187,000","-3,928,000","107,492,000","-948,000","197,000","-278,000","2,457,000","5,766,000","-360,000","9,000","-1,827,000","474,000","-158,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-211,660,000","-198,947,000","-14,306,000","-190,839,000","-173,866,000","-158,607,000","-139,086,000","-137,626,000","-145,436,000","16,199,000","-172,041,000","-180,369,000","-160,610,000","-102,074,000","-167,782,000","-138,363,000","-130,167,000","-136,214,000","-104,082,000","-84,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-4,621,000","-2,891,000","-3,400,000","-754,000","-272,000","-3,531,000","-3,369,000","-20,411,000","-4,949,000","-8,396,000","-22,662,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"8,136,000","21,265,000","-5,350,000","1,435,000","964,000","4,747,000","10,259,000","-10,362,000","-12,866,000","31,424,000","-406,000",-,-,"3,338,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"52,027,000","126,294,000",-,-,-,-,"-1,241,000",-,-,-,"-6,261,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"12,720,000","-67,000",-,-,-,-,-,"-3,300,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-26,590,000",-,-,-,-,-,-,-,"12,500,000","-3,337,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-164,254,000","-75,544,000","-36,160,000","-170,328,000","-179,488,000","-160,703,000","-142,732,000","-140,570,000","-140,193,000","-2,559,000","-201,330,000","-152,282,000","-161,016,000","-102,074,000","-171,082,000","-135,025,000","-130,167,000","-136,214,000","-104,082,000","-84,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-164,254,000","-75,544,000","-36,160,000","-170,328,000","-179,488,000","-160,703,000","-142,732,000","-140,570,000","-140,193,000","-2,559,000","-201,330,000","-152,282,000","-161,016,000","-102,074,000","-171,082,000","-135,025,000","-130,167,000","-136,214,000","-104,082,000","-84,151,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"2,214,000","2,088,000","944,000","2,180,000","2,489,000","2,804,000","2,576,000","2,979,000","2,854,000","-7,297,000","4,933,000","5,105,000","5,081,000","5,726,000","8,003,000","15,044,000","14,308,000","15,180,000","12,232,000","10,693,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-162,040,000","-73,456,000","-35,216,000","-168,148,000","-176,999,000","-157,899,000","-140,156,000","-137,591,000","-137,339,000","-9,856,000","-196,397,000","-147,177,000","-155,935,000","-96,348,000","-163,079,000","-119,981,000","-115,859,000","-121,034,000","-91,850,000","-73,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-162,040,000","-73,456,000","-35,216,000","-168,148,000","-176,999,000","-157,899,000","-140,156,000","-137,591,000","-137,339,000","-9,856,000","-196,397,000","-147,177,000","-155,935,000","-96,348,000","-163,079,000","-119,981,000","-115,859,000","-121,034,000","-91,850,000","-73,458,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"188,510,372","187,586,680","178,705,310","174,492,588","163,308,632","160,535,435","152,645,635","149,344,380","147,937,817","146,684,804","145,882,149","145,283,213","146,662,756","146,754,299","138,627,729","118,985,489","118,168,063","117,012,062","117,803,438","117,691,534",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"188,510,372","187,586,680","178,705,310","174,492,588","163,308,632","160,535,435","152,645,635","149,344,380","147,937,817","146,684,804","145,882,149","145,283,213","146,662,756","146,754,299","138,627,729","118,985,489","118,168,063","117,012,062","117,803,438","117,691,534",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.432%,16.851%,17.072%,16.839%,10.390%,9.442%,4.636%,2.795%,0.869%,-0.047%,5.233%,22.102%,24.114%,25.418%,17.677%,1.099%,0.937%,25.964%,27.589%,57.431%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.860,-0.392,-0.197,-0.964,-1.084,-0.984,-0.918,-0.921,-0.928,-0.067,-1.346,-1.013,-1.063,-0.657,-1.176,-1.008,-0.980,-1.034,-0.780,-0.624,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.860,-0.392,-0.197,-0.964,-1.084,-0.984,-0.918,-0.921,-0.928,-0.067,-1.346,-1.013,-1.063,-0.657,-1.176,-1.008,-0.980,-1.034,-0.780,-0.624,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-180,703,000","74,649,000","-220,232,000","-125,254,000","-145,657,000","-113,781,000","-144,334,000","-94,044,000","-135,922,000","-32,855,000","-161,494,000","-136,431,000","-128,023,000","-94,000,000","-152,726,000","-98,407,000","-132,233,000","-88,195,000","-88,397,000","-77,950,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.959,0.398,-1.232,-0.718,-0.892,-0.709,-0.946,-0.630,-0.919,-0.224,-1.107,-0.939,-0.873,-0.641,-1.102,-0.827,-1.119,-0.754,-0.750,-0.662,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,78.111%,72.417%,99.717%,65.731%,85.382%,63.498%,64.348%,65.401%,-118.639%,99.051%,20.425%,87.964%,37.969%,99.798%,100.000%,100.000%,100.000%,-,-,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-6849.524%,-7963.469%,1.773%,-10123.897%,-3847.959%,-8687.873%,-6724.754%,-6499.519%,-36715.976%,-97.334%,-8914.758%,-1285.224%,-6377.944%,-174.025%,-35541.991%,-104499.180%,-1475.809%,-,-,-569.057%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5931.186%,-3388.192%,-16.681%,-9635.989%,-4326.546%,-9622.121%,-7675.575%,-7357.807%,-40632.840%,-13.365%,-11593.684%,-1142.147%,-6652.517%,-178.343%,-35298.485%,-98345.082%,-1425.606%,-,-,-531.572%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-6614.312%,3443.220%,-104.316%,-7177.880%,-3560.425%,-6933.638%,-7904.381%,-5029.091%,-40213.609%,-44.552%,-9533.294%,-1058.754%,-5461.732%,-173.997%,-33057.576%,-80661.475%,-1627.083%,-,-,-564.078%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-185,591,000","-171,074,000","5,339,000","-175,077,000","-155,781,000","-140,931,000","-121,161,000","-119,881,000","-122,455,000","-70,198,000","-149,132,000","-164,088,000","-149,234,000","-90,529,000","-163,638,000","-127,054,000","-119,598,667","-123,549,000",-,"-78,264,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,2.529%,-,-,-,-,-,-,-95.189%,-,-,-,-167.572%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,538,000","1,574,000","1,596,000","1,585,000","1,639,000","1,637,000","1,633,000","1,660,000","1,645,000","1,582,000","1,884,000","1,526,000","265,000","3,486,000","566,000","435,000","340,333","1,018,000",-,"374,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-187,129,000","-172,648,000","3,743,000","-176,662,000","-157,420,000","-142,568,000","-122,794,000","-121,541,000","-124,100,000","-71,780,000","-151,016,000","-165,614,000","-149,499,000","-94,015,000","-164,204,000","-127,489,000","-119,939,000","-124,567,000","-102,487,000","-78,638,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,1.773%,-,-,-,-,-,-,-97.334%,-,-,-,-174.024%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,"1,694,000","12,886,000","2,344,000","54,024,000","462,000","122,000","8,127,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
