Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"555,456,000","486,816,000","316,385,000","216,136,000","208,475,000","206,547,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),23.601%,53.868%,46.382%,3.675%,0.933%,2.466%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"223,350,000","181,513,000","133,485,000","100,610,000","87,157,000","63,154,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"332,106,000","305,303,000","182,900,000","115,526,000","121,318,000","143,393,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","212,179,000","161,697,000","114,644,000","84,294,000","64,986,000","55,843,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"37,802,000","34,286,000","22,318,000","11,369,000","16,001,000","19,806,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"780,000","11,263,000","6,706,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"310,306,000","255,774,000","193,934,000","143,695,000","136,888,000","126,967,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"21,800,000","49,529,000","-11,034,000","-28,169,000","-15,570,000","16,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-28,622,000","-35,069,000","-30,718,000","-11,945,000","-9,479,000","-13,468,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"11,289,000","8,129,000","2,666,000","23,000","27,000","502,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,688,000","-159,000","-80,000","-4,707,000","-494,000","-228,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"1,779,000","22,430,000","-39,166,000","-44,798,000","-25,516,000","3,232,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-12,200,000","-1,132,000","-15,079,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"5,347,000",-,"750,000","1,822,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-112,000","-2,374,000","-446,000","-75,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,"-8,750,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-10,727,000","-1,426,000","-9,058,000","-1,958,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,503,000","19,872,000","-62,665,000","-56,058,000","-25,962,000","3,157,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-412,000","1,093,000","-14,769,000","-13,455,000","-3,414,000","-2,937,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-7,091,000","18,779,000","-47,896,000","-42,603,000","-22,548,000","6,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,091,000","18,779,000","-47,896,000","-42,603,000","-22,548,000","6,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"1,675,000","3,304,000","1,625,000","190,000",-,"97,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-8,766,000","15,475,000","-49,521,000","-42,793,000","-22,548,000","5,997,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-60.669%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"19,210,000","18,001,000","16,260,000","12,596,000","11,964,000","11,841,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"19,210,000","18,194,000","16,260,000","12,596,000","11,964,000","12,040,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.094%,11.894%,29.089%,5.283%,-0.631%,2.277%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.456,0.860,-3.046,-3.397,-1.885,0.506,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.456,0.851,-3.050,-3.400,-1.885,0.500,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-61.538%,Upgrade,Financials in USD,Fiscal year is January - December
