Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"202,829,000","371,206,000","1,198,000","914,963,000","719,000","289,590,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),19.307%,30885.476%,-99.869%,127154.937%,-99.752%,9169.846%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"463,892,000","517,582,000","571,895,000","441,745,000","269,407,000","179,362,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-261,063,000","-146,376,000","-570,697,000","473,218,000","-268,688,000","110,228,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","71,332,000","76,162,000","102,464,000","99,690,000","85,747,000","63,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"71,332,000","76,162,000","102,464,000","99,690,000","85,747,000","63,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-332,395,000","-222,538,000","-673,161,000","373,528,000","-354,435,000","46,740,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"95,921,000","71,816,000","22,661,000","6,003,000",-,"10,033,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,"-5,467,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"6,379,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-236,474,000","-150,722,000","-650,500,000","379,531,000","-348,056,000","51,306,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"16,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-236,474,000","-150,722,000","-650,500,000","379,531,000","-348,056,000","67,306,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"3,120,000","2,888,000","-325,000","1,870,000","809,000","448,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-239,594,000","-153,610,000","-650,175,000","377,661,000","-348,865,000","66,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-239,594,000","-153,610,000","-650,175,000","377,661,000","-348,865,000","66,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-239,594,000","-153,610,000","-650,175,000","377,661,000","-348,865,000","66,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"82,914,416","79,220,930","77,746,575","75,948,686","65,949,672","54,392,304",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"82,914,416","79,220,930","77,746,575","80,393,496","65,949,672","56,932,798",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.110%,1.896%,-3.292%,21.901%,15.838%,18.698%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.890,-1.939,-8.363,4.973,-5.290,1.229,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.897,-1.940,-8.363,4.700,-5.290,1.170,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-191,201,000","-269,845,000","-532,929,000","457,267,000","-256,724,000","49,993,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.306,-3.406,-6.855,5.688,-3.893,0.878,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-128.711%,-39.432%,-,51.720%,-,38.063%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-163.879%,-59.950%,-56190.401%,40.824%,-49295.549%,16.140%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-118.126%,-41.381%,-54271.703%,41.276%,-48520.862%,23.087%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-94.267%,-72.694%,-44484.891%,49.977%,-35705.702%,17.263%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-313,078,000","-202,701,000","-648,989,000","391,481,000","-345,251,000","51,465,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-154.356%,-54.606%,-,42.786%,-,17.772%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"19,317,000","19,837,000","24,172,000","17,953,000","9,184,000","4,725,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-332,395,000","-222,538,000","-673,161,000","373,528,000","-354,435,000","46,740,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-163.879%,-59.950%,-,40.824%,-,16.140%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,0.493%,-,0.666%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"202,829,000","371,206,000","1,198,000","914,963,000","719,000","289,590,000",Upgrade,Financials in USD,Fiscal year is January - December
