Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"290,084,000","231,353,000","195,879,000","230,039,000","216,033,000","221,038,000","162,143,000","181,496,000","208,976,000","152,365,000","117,279,000","102,003,000","115,830,000","136,455,000","89,022,000","121,703,000","65,316,000","55,221,000","25,354,000","53,665,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),34.278%,4.667%,20.806%,26.746%,3.377%,45.071%,38.254%,77.932%,80.416%,11.660%,31.742%,-16.187%,77.338%,147.107%,251.116%,126.783%,41.285%,41.057%,-55.479%,-10.903%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"67,884,000","60,645,000","47,440,000","73,634,000","72,144,000","69,797,000","53,149,000","64,686,000","64,024,000","49,426,000","27,775,000","31,695,000","27,075,000","31,087,000","27,228,000","33,652,000","13,315,000","14,691,000","15,945,000","44,597,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"222,200,000","170,708,000","148,439,000","156,405,000","143,889,000","151,241,000","108,994,000","116,810,000","144,952,000","102,939,000","89,504,000","70,308,000","88,755,000","105,368,000","61,794,000","88,051,000","52,001,000","40,530,000","9,409,000","9,068,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","41,241,000","35,711,000","35,134,000","37,608,000","35,269,000","38,948,000","37,357,000","15,849,000","34,467,000","57,476,000","13,834,000","13,774,000","13,169,000","12,321,000","11,059,000","10,427,000","11,702,000","10,975,000","12,632,000","12,730,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"59,003,000","53,473,000","52,897,000","52,870,000","53,110,000","56,783,000","55,192,000","20,401,000","61,660,000","68,879,000","13,834,000","13,774,000","13,169,000","12,321,000","11,059,000","10,427,000","11,702,000","10,975,000","12,632,000","12,730,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"163,197,000","117,235,000","95,542,000","103,535,000","90,779,000","94,458,000","53,802,000","96,409,000","83,292,000","34,060,000","75,670,000","56,534,000","75,586,000","93,047,000","50,735,000","77,624,000","40,299,000","29,555,000","-3,223,000","-3,662,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,524,000","-4,524,000","-4,507,000","-5,220,000","-4,505,000","-4,494,000","-4,543,000","-5,324,000","-7,514,000","-3,104,000","-1,759,000","-3,242,000","-1,754,000","-1,752,000","-1,965,000","-5,036,000","-4,990,000","-5,004,000","-5,348,000","-3,731,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,474,000",-,-,"2,871,000","4,786,000",-,-,-,"641,000",-,"1,039,000",-,"274,000","221,000","627,000","1,023,000","961,000","1,324,000","2,488,000","1,069,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"5,032,000","2,628,000",-,-,"3,192,000","2,062,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"165,147,000","117,743,000","93,663,000","101,186,000","91,060,000","93,156,000","51,321,000","91,085,000","76,419,000","30,956,000","74,950,000","53,292,000","74,106,000","91,516,000","49,397,000","73,611,000","36,270,000","25,875,000","-6,083,000","-6,324,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"-21,900,000",-,-,-,-,-,-,-,-,-,-,-,"-28,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"2,365,000","2,489,000",-,-,"917,000","1,606,000",-,"-945,000","-541,000","1,518,000",-,-,"-351,000","-362,000",-,-,"-9,000","264,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-2,500,000","-2,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"13,200,000",-,-,-,"-2,712,000",-,-,-,-,-,"-20,960,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
