Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"412,579,000","331,412,000","270,827,000","157,170,000","17,812,000","48,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),29.923%,22.370%,72.315%,782.383%,-63.526%,136.455%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"197,465,000","216,653,000","259,891,000","216,072,000","124,640,000","111,169,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"215,114,000","114,759,000","10,936,000","-58,902,000","-106,828,000","-62,334,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","249,627,000","213,540,000","159,371,000","118,818,000","62,903,000","37,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"249,627,000","213,540,000","159,371,000","118,818,000","62,903,000","37,121,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-34,513,000","-98,781,000","-148,435,000","-177,720,000","-169,731,000","-99,455,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-98,650,000","-108,239,000","-99,092,000","-59,294,000","-14,501,000","-11,892,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"15,641,000","15,777,000","5,127,000","61,000","527,000","1,933,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-411,000","-1,039,000","-1,983,000","-695,000","-965,000","517,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-117,933,000","-192,282,000","-244,383,000","-237,648,000","-184,670,000","-108,897,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-4,644,000","-3,380,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"1,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-1,548,000","-1,548,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,"3,867,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-29,019,000",-,"55,838,000","-2,011,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-124,125,000","-226,229,000","-244,383,000","-181,809,000","-182,814,000","-108,897,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-308,000","310,000","2,733,000","2,253,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-123,817,000","-226,539,000","-247,116,000","-184,062,000","-182,814,000","-108,897,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-123,817,000","-226,539,000","-247,116,000","-184,062,000","-182,814,000","-108,897,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"205,226,250","192,198,000","185,908,000","179,117,000","167,267,000","115,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"205,226,250","192,198,000","185,908,000","179,117,000","167,267,000","115,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.842%,3.383%,3.791%,7.084%,44.695%,12.032%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.603,-1.179,-1.329,-1.028,-1.093,-0.942,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.603,-1.179,-1.329,-1.028,-1.093,-0.942,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-56,728,000","-97,309,000","-163,201,000","-144,542,000","-135,622,000","-89,927,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.276,-0.506,-0.878,-0.807,-0.811,-0.778,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,52.139%,34.627%,4.038%,-37.477%,-,-127.642%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-8.365%,-29.806%,-54.808%,-113.075%,-952.903%,-203.655%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-30.010%,-68.356%,-91.245%,-117.110%,-1026.353%,-222.990%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-13.750%,-29.362%,-60.260%,-91.965%,-761.408%,-184.145%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,941,000","-95,914,000","-146,182,000","-176,830,000","-168,983,000","-98,731,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-7.742%,-28.941%,-53.976%,-112.509%,-,-202.173%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,572,000","2,867,000","2,253,000","890,000","748,000","724,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-34,513,000","-98,781,000","-148,435,000","-177,720,000","-169,731,000","-99,455,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-8.365%,-29.806%,-54.808%,-113.075%,-,-203.655%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"17,812,000","48,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"14,404,000","14,891,000","5,705,000","6,567,000",-,Upgrade,Financials in USD,Fiscal year is January - December
