Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"93,137,000","90,122,000","92,055,000","101,907,000","152,915,000","114,617,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),5.526%,-2.100%,-9.668%,-33.357%,33.414%,-90.395%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"29,992,000","33,768,000","21,635,000","24,897,000","19,477,000","21,374,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"63,145,000","56,354,000","70,420,000","77,010,000","133,438,000","93,243,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","76,936,000","77,417,000","92,333,000","122,844,000","104,682,000","98,712,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"122,105,000","114,162,000","218,323,000","400,269,000","408,678,000","434,566,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"199,041,000","191,579,000","310,656,000","523,113,000","513,360,000","533,278,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-135,896,000","-135,225,000","-240,236,000","-446,103,000","-379,922,000","-440,035,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-24,826,000","-25,334,000","-28,911,000","-47,313,000","-37,118,000","-46,354,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"16,175,000","19,009,000","6,783,000","2,731,000","18,282,000","46,335,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,503,000","-1,148,000","33,311,000","-8,185,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-146,050,000","-142,698,000","-229,053,000","-498,870,000","-398,758,000","-440,054,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-17,161,000","-51,958,000","-135,930,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,"-76,501,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-5,099,000","-5,099,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-24,410,000","-45,189,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-168,310,000","-276,256,000","-364,983,000","-523,280,000","-443,947,000","-440,054,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-9,000","-200,000","3,215,000","557,000","493,000","613,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-168,301,000","-276,056,000","-368,198,000","-523,837,000","-444,440,000","-440,667,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-168,301,000","-276,056,000","-368,198,000","-523,837,000","-444,440,000","-440,667,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"200,981,750","190,001,000","187,138,000","183,298,000","178,581,000","174,993,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"200,981,750","190,001,000","187,138,000","183,298,000","178,581,000","174,993,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),6.170%,1.530%,2.095%,2.641%,2.050%,-2.846%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.837,-1.453,-1.968,-2.858,-2.489,-2.518,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.837,-1.453,-1.970,-2.860,-2.489,-2.518,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-177,815,000","-193,471,000","-309,683,000","-427,649,000","-320,545,000","-354,966,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.885,-1.018,-1.655,-2.333,-1.795,-2.028,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,67.798%,62.531%,76.498%,75.569%,87.263%,81.352%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-145.910%,-150.047%,-260.970%,-437.755%,-248.453%,-383.918%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-180.703%,-306.314%,-399.976%,-514.034%,-290.645%,-384.469%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-190.918%,-214.677%,-336.411%,-419.646%,-209.623%,-309.698%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-130,185,000","-127,410,000","-227,206,000","-431,957,000","-365,740,000","-426,879,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-139.778%,-141.375%,-246.815%,-,-239.179%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,711,000","7,815,000","13,030,000","14,146,000","14,182,000","13,156,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-135,896,000","-135,225,000","-240,236,000","-446,103,000","-379,922,000","-440,035,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-145.910%,-150.047%,-260.970%,-,-248.453%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"93,137,000","90,122,000","92,055,000","101,907,000","152,915,000","114,617,000",Upgrade,Financials in USD,Fiscal year is January - December
