Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"11,871,000","8,654,000","7,902,000","77,972,000","2,716,000","2,474,000","3,294,000","2,865,000","1,739,000","1,501,000","1,582,000","1,642,000","1,440,000","1,643,000","1,583,000","1,109,186,000","1,639,000","1,089,000","2,286,000","1,960,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),337.077%,249.798%,139.891%,2621.536%,56.182%,64.823%,108.217%,74.482%,20.764%,-8.643%,-0.063%,-99.852%,-12.142%,50.872%,-30.752%,56491.122%,-54.090%,24.742%,391.613%,617.949%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"54,371,000","63,971,000","73,003,000","65,150,000","95,950,000","97,366,000","93,056,000","89,438,000","81,737,000","77,497,000","78,304,000","75,530,000","83,628,000","66,318,000","58,243,000","81,842,000","74,227,000","73,430,000","63,780,000","91,469,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-42,500,000","-55,317,000","-65,101,000","12,822,000","-93,234,000","-94,892,000","-89,762,000","-86,573,000","-79,998,000","-75,996,000","-76,722,000","-73,888,000","-82,188,000","-64,675,000","-56,660,000","1,027,344,000","-72,588,000","-72,341,000","-61,494,000","-89,509,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","53,219,000","55,983,000","52,574,000","55,109,000","78,142,000","75,565,000","65,708,000","67,329,000","61,482,000","52,411,000","46,477,000","51,599,000","48,706,000","43,346,000","39,847,000","53,498,000","35,099,000","38,224,000","70,130,000","85,129,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"5,483,000",-,-,-,"6,874,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"58,702,000","55,983,000","52,574,000","55,109,000","85,016,000","75,565,000","65,708,000","67,329,000","61,482,000","52,411,000","46,477,000","51,599,000","48,706,000","43,346,000","39,847,000","53,498,000","35,099,000","38,224,000","70,130,000","85,129,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-101,202,000","-111,300,000","-117,675,000","-42,287,000","-178,250,000","-170,457,000","-155,470,000","-153,902,000","-141,480,000","-128,407,000","-123,199,000","-125,487,000","-130,894,000","-108,021,000","-96,507,000","973,846,000","-107,687,000","-110,565,000","-131,624,000","-174,638,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,642,000","8,431,000","9,204,000","9,467,000","10,274,000","10,173,000","8,830,000","6,793,000","4,127,000","2,102,000","1,168,000","751,000","692,000","732,000","708,000","834,000","1,347,000","2,686,000","4,729,000","5,915,000",Upgrade,Financials in USD,Fiscal year is January - December
