Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"175,041,000","60,281,000","27,148,000","6,149,000","3,958,000","1,122,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),146.266%,122.046%,341.503%,55.356%,252.763%,-98.114%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"143,167,000","126,509,000","127,726,000","111,090,000","91,568,000","97,501,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"31,874,000","-66,228,000","-100,578,000","-104,941,000","-87,610,000","-96,379,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","69,625,000","71,810,000","61,090,000","57,305,000","45,795,000","43,391,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"69,625,000","71,810,000","61,090,000","57,305,000","45,795,000","43,391,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-37,751,000","-138,038,000","-161,668,000","-162,246,000","-133,405,000","-139,770,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,413,000","5,964,000","1,542,000","1,095,000","2,313,000","2,772,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-2,970,000","-807,000","-536,000","3,852,000","1,105,000","-137,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-198,000","-198,000",-,"-6,000","-32,000","199,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-36,141,000","-133,079,000","-160,662,000","-157,305,000","-130,019,000","-136,936,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-7,346,000","-1,703,000","-2,297,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"198,000","198,000",-,"6,000","89,000","13,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"22,049,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-43,289,000","-112,535,000","-162,959,000","-157,299,000","-129,930,000","-136,923,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,227,000","1,336,000","2,497,000","791,000","162,000","242,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-44,516,000","-113,871,000","-165,456,000","-158,090,000","-130,092,000","-137,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-44,516,000","-113,871,000","-165,456,000","-158,090,000","-130,092,000","-137,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"245,170,204","201,073,496","161,207,067","155,805,503","142,463,961","104,967,536",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"245,170,204","201,073,496","161,207,067","155,805,503","142,463,961","104,967,536",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),32.337%,24.730%,3.467%,9.365%,35.722%,7.781%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.182,-0.566,-1.026,-1.015,-0.913,-1.307,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.182,-0.566,-1.026,-1.020,-0.913,-1.307,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-55,172,000","-145,561,000","-171,265,000","2,155,000","-55,932,000","-114,099,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.225,-0.724,-1.062,0.014,-0.393,-1.087,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,18.209%,-109.865%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-21.567%,-228.991%,-595.506%,-2638.575%,-3370.515%,-12457.219%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-25.432%,-188.900%,-609.459%,-2570.987%,-3286.812%,-12225.045%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-31.519%,-241.471%,-630.857%,35.046%,-1413.138%,-10169.251%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-26,490,000","-128,198,000","-155,593,000","-155,679,000","-125,811,000","-131,760,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-15.133%,-212.667%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,261,000","9,840,000","6,075,000","6,567,000","7,594,000","8,010,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-37,751,000","-138,038,000","-161,668,000","-162,246,000","-133,405,000","-139,770,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-21.567%,-228.991%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"60,281,000","60,281,000","27,148,000","6,149,000","3,958,000","1,122,000",Upgrade,Financials in USD,Fiscal year is January - December
