Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"-212,000","9,993,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"52,352,000","53,905,000","55,634,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-52,564,000","-43,912,000","-55,634,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","39,721,000","20,623,000","27,316,000","43,048,000","32,678,000","13,232,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,"62,570,000","61,788,000","32,350,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"39,721,000","20,623,000","27,316,000","105,618,000","94,466,000","45,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-92,285,000","-64,535,000","-82,950,000","-105,618,000","-94,466,000","-45,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,924,000","1,372,000","685,000","555,000","559,000","93,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-97,807,000","-56,573,000","-66,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-187,168,000","-119,736,000","-82,331,000","-105,063,000","-93,907,000","-45,489,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-142,000","-27,000","-177,000","-521,000","-54,000","-24,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-187,310,000","-119,763,000","-82,508,000","-105,584,000","-93,961,000","-45,513,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-187,310,000","-119,763,000","-82,508,000","-105,584,000","-93,961,000","-45,513,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-187,310,000","-119,763,000","-82,508,000","-105,584,000","-93,961,000","-45,513,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"131,052,755","84,244,494","37,825,431","25,598,181","21,966,326","12,831,221",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"131,052,755","84,244,494","37,825,431","25,598,181","21,966,326","12,831,221",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),89.662%,122.719%,47.766%,16.534%,71.194%,134.012%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.429,-1.422,-2.181,-4.125,-4.278,-3.547,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.429,-1.422,-2.181,-4.125,-4.280,-3.547,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-81,841,000","-55,173,000","-78,093,000","-90,728,000","-78,209,000","-36,307,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.624,-0.655,-2.065,-3.544,-3.560,-2.830,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-645.802%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-1198.469%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-552.116%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-92,284,000","-64,534,000","-82,948,000","-105,616,667",-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,000","1,000","2,000","1,333",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-92,285,000","-64,535,000","-82,950,000","-105,618,000","-94,466,000","-45,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"9,993,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
