Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
"Selling, General & Admin","8,981,536","8,849,814","11,551,568","9,765,259","4,637,256","1,312,930",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"16,214,933","23,100,394","33,299,503","17,258,341","133,187,506","1,150,581",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"25,425,846","32,179,585","45,080,448","27,252,977","138,054,139","2,692,888",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-25,425,846","-32,179,585","-45,080,448","-27,252,977","-138,054,139","-2,692,888",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-2,145,278","-2,893,922","-4,300,150","-2,162,989","-559,455","-4,772,429",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"898,037","1,136,703","562,264","44,080","21,971",234,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"1,110,986","1,816,271","-1,437,481","3,287,418","8,279,919","-9,211,685",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-25,562,101","-32,120,533","-50,255,815","-26,084,468","-130,311,704","-16,676,768",Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,"62,500",-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-25,562,101","-32,120,533","-50,255,815","-26,084,468","-130,249,204","-16,676,768",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-25,562,101","-32,120,533","-50,255,815","-26,084,468","-130,249,204","-16,676,768",Upgrade,Financials in USD,Fiscal year is July - June
Preferred Dividends & Other Adjustments,"1,211,464","886,423",-,-,"53,598,320","17,099,058",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-26,773,565","-33,006,956","-50,255,815","-26,084,468","-183,847,524","-33,775,826",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"5,200,001","4,518,533","3,248,349","2,466,256","1,240,316","492,950",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"5,200,001","4,518,533","3,248,349","2,466,256","1,240,316","492,950",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),49.161%,39.102%,31.712%,98.841%,151.611%,94.105%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-5.149,-7.305,-15.471,-10.577,-148.226,-68.518,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-5.149,-7.305,-15.471,-10.600,-148.226,-68.518,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-19,347,431","-27,945,024","-40,252,881","-18,990,850","-10,453,047","-1,628,228",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-3.721,-6.185,-12.392,-7.700,-8.428,-3.303,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-25,196,469","-31,950,208","-44,851,071","-27,023,600","-137,824,762","-2,463,511",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"229,377","229,377","229,377","229,377","229,377","229,377",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-25,425,846","-32,179,585","-45,080,448","-27,252,977","-138,054,139","-2,692,888",Upgrade,Financials in USD,Fiscal year is July - June
