Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,"7,466","13,163","17,024",-,"86,047","30,391","15,083","86,987",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-91.323%,-56.688%,12.869%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"879,041","906,779","663,414","11,041,981","769,350","2,006,696","1,672,576","1,411,923","2,777,068","2,590,032","3,293,661","1,310,344","3,547,321","2,467,575","3,260,904","22,107,563",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-879,041","-906,779","-663,414","-11,041,981","-761,884","-1,993,533","-1,655,552","-1,411,923","-2,691,021","-2,559,641","-3,278,578","-1,223,357","-3,547,321","-2,467,575","-3,260,904","-22,107,563",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,558,239","1,399,221","1,796,689","1,754,343","1,332,562","1,115,785","1,249,263","887,244","1,215,498","1,044,334","1,331,549","1,077,758","847,134","1,370,393","1,976,576","1,196,471","1,010,006","808,333","1,519,083","898,254",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-18,755,013","3,498,361","11,543,973","3,712,679","2,759,798",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,-,-,490,490,159,-2,600,600,600,600,600,600,701,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,558,239","1,399,221","1,796,689","1,754,343","1,332,562","1,115,785","1,249,263","887,244","1,215,498","1,044,824","1,332,039","1,077,917","847,132","1,370,993","1,977,176","-17,557,942","4,508,967","12,352,906","5,232,362","3,658,753",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,437,280","-2,306,000","-2,460,103","-12,796,324","-2,094,446","-3,109,318","-2,904,815","-2,299,167","-3,906,519","-3,604,465","-4,610,617","-2,301,274","-4,394,453","-3,838,568","-5,238,080","-4,549,621","-4,508,967","-12,352,906","-5,232,362","-3,658,753",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-9,971","-1,803","-7,085","-12,231","-14,170",-843,"-3,347","-5,813","-5,228",-816,"-3,246","-5,102","-7,053","-1,033","-2,568","-4,207","-3,885",-885,"-1,708","-2,769",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"9,466","6,405","19,235","38,626","50,613","58,954","62,201","66,991","41,634","15,369","11,906","13,800","17,760","24,254","20,033","11,992","16,292","16,495","44,515","63,789",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-25,085","-3,692","-2,880",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"22,500","45,118",621,"1,124",249,-,369,-,-,-,-,670,-,-,-,"1,795",456,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,462,870","-2,305,090","-2,450,833","-12,747,429","-2,012,885","-3,050,586","-2,844,837","-2,237,740","-3,870,113","-3,589,543","-4,601,957","-2,292,576","-4,383,746","-3,815,347","-5,219,945","-4,541,836","-4,496,560","-12,337,296","-5,187,760","-3,597,277",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,"10,964",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"132,753",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,462,870","-2,305,090","-2,450,833","-12,747,429","-2,012,885","-3,050,586","-2,844,837","-2,237,740","-3,870,113","-3,589,543","-4,590,993","-2,292,576","-4,383,746","-3,815,347","-5,219,945","-4,409,083","-4,496,560","-12,337,296","-5,187,760","-3,597,277",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,462,870","-2,305,090","-2,450,833","-12,747,429","-2,012,885","-3,050,586","-2,844,837","-2,237,740","-3,870,113","-3,589,543","-4,590,993","-2,292,576","-4,383,746","-3,815,347","-5,219,945","-4,409,083","-4,496,560","-12,337,296","-5,187,760","-3,597,277",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,462,870","-2,305,090","-2,450,833","-12,747,429","-2,012,885","-3,050,586","-2,844,837","-2,237,740","-3,870,113","-3,589,543","-4,590,993","-2,292,576","-4,383,746","-3,815,347","-5,219,945","-4,409,083","-4,496,560","-12,337,296","-5,187,760","-3,597,277",Upgrade,Financials in USD,Fiscal year is January - December
