Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,"1,667,000","838,000","545,000","1,103,000","475,000","197,000","42,000","42,000","42,000","41,000","32,000","1,943,000","7,762,000","11,880,000","4,402,000","13,926,000","5,241,000","2,307,000","2,377,000","3,763,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),250.947%,325.381%,1197.619%,2526.190%,1030.952%,380.488%,31.250%,-97.838%,-99.459%,-99.655%,-99.273%,-86.048%,48.102%,414.954%,85.191%,270.077%,76.643%,465.441%,1414.013%,188050.000%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,-,-,-,"2,004,000","8,281,000","11,527,000","6,745,000","18,862,000","7,060,000","5,321,000","3,884,000","5,415,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,667,000","838,000","545,000","1,103,000","475,000","197,000","42,000","42,000","42,000","41,000","32,000","-61,000","-519,000","353,000","-2,343,000","-4,936,000","-1,819,000","-3,014,000","-1,507,000","-1,652,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","7,682,000","9,327,000","8,669,000","4,588,000","8,751,000","4,579,000","2,684,000","1,009,000","3,229,000","3,556,000","3,180,000","3,787,000","3,859,000","3,493,000","4,288,000","4,629,000","4,591,000","5,209,000","6,360,000","6,636,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"12,990,000","12,993,000","10,329,000","12,608,000","17,521,000","7,129,000","1,821,000","2,346,000","3,016,000","3,250,000","2,941,000","2,862,000","2,579,000","2,844,000","3,050,000","3,266,000","2,204,000","2,825,000","2,787,000","3,487,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"190,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"20,672,000","22,320,000","18,998,000","17,196,000","26,272,000","11,708,000","4,505,000","3,355,000","6,245,000","6,806,000","6,121,000","6,649,000","6,438,000","6,337,000","7,338,000","7,895,000","6,795,000","8,034,000","9,147,000","10,313,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-19,005,000","-21,482,000","-18,453,000","-16,093,000","-25,797,000","-11,511,000","-4,463,000","-3,313,000","-6,203,000","-6,765,000","-6,089,000","-6,710,000","-6,957,000","-5,984,000","-9,681,000","-12,831,000","-8,614,000","-11,048,000","-10,654,000","-11,965,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-8,875,000","-8,749,000","-8,329,000","-8,139,000","-8,136,000","-2,617,000","-21,000","-7,000","-47,000","-16,000","-10,000","-356,000","-356,000","-359,000","-360,000","-323,000","-369,000","-371,000","-372,000","-376,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"160,000","169,000","193,000","168,000","281,000","99,000",-,-,-,-,"1,000","1,000",-,"2,000","14,000","13,000","45,000","525,000",-,"190,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"35,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"7,706,000","1,580,000","-369,000","871,000","-876,000","1,320,000","-910,000","483,000","300,000","4,296,000","479,000","8,000","6,000","6,000","-1,000","-5,000","-102,000","-8,000","-37,000","-49,000",Upgrade,Financials in USD,Fiscal year is January - December
