Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"614,243","726,404","510,817","671,963","611,174","651,005","605,844","486,972","414,250","416,710","388,993","332,604","349,269","287,603","191,216","151,332","115,934","112,927","56,749","17,066",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),0.502%,11.582%,-15.685%,37.988%,47.537%,56.225%,55.747%,46.412%,18.605%,44.891%,103.431%,119.784%,201.265%,154.680%,236.950%,786.746%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"614,243","726,404","510,817","671,963","611,174","651,005","605,844","486,972","414,250","416,710","388,993","332,604","349,269","287,603","191,216","151,332","115,934","112,927","56,749","17,066",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","745,731","1,130,029","834,910","952,002","737,241","945,950","925,743","857,167","863,233","1,026,290","907,309","977,575","945,115","890,704","930,578","880,556","804,149","787,486","927,880","834,519",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"367,985","933,771","944,321","975,628","1,020,618","903,243","595,276","1,193,133","398,803","2,077,499","1,101,399","1,229,053","780,153","524,550","629,729","490,794","573,061","307,900","359,651","417,401",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,113,716","2,063,800","1,779,231","1,927,630","1,757,859","1,849,193","1,521,019","2,050,300","1,262,036","3,103,789","2,008,708","2,206,628","1,725,268","1,415,254","1,560,307","1,371,350","1,377,210","1,095,386","1,287,531","1,251,920",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-499,473","-1,337,396","-1,268,414","-1,255,667","-1,146,685","-1,198,188","-915,175","-1,563,328","-847,786","-2,687,079","-1,619,715","-1,874,024","-1,375,999","-1,127,651","-1,369,091","-1,220,018","-1,261,276","-982,459","-1,230,782","-1,234,854",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"61,298","63,447","73,249","83,757","91,796","126,103","54,101","79,807","45,475","15,965","25,905","29,441","28,029","20,735","22,262","21,128","24,931","28,625","51,487","61,559",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,504",-21,52,404,-666,"21,122","4,520",986,"-1,706","-1,076",199,"2,903","-2,906",238,884,"-1,135",585,192,-134,"3,048",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-436,671","-1,273,970","-1,195,113","-1,171,506","-1,055,555","-1,050,963","-856,554","-1,482,535","-804,017","-2,672,190","-1,593,611","-1,841,680","-1,350,876","-1,106,678","-1,345,945","-1,200,025","-1,235,760","-953,642","-1,179,429","-1,170,247",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-9,243,128",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-436,671","-1,273,970","-1,195,113","-1,171,506","-1,055,555","-1,050,963","-856,554","-1,482,535","-804,017","-2,672,190","-1,593,611","-1,841,680","-1,350,876","-1,106,678","-1,345,945","-1,200,025","-10,478,888","-953,642","-1,179,429","-1,170,247",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,918,518",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-436,671","-1,273,970","-1,195,113","-1,171,506","-1,055,555","-1,050,963","-856,554","-1,482,535","-804,017","-2,672,190","-1,593,611","-1,841,680","-1,350,876","-1,106,678","-1,345,945","-1,200,025","-7,560,370","-953,642","-1,179,429","-1,170,247",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-436,671","-1,273,970","-1,195,113","-1,171,506","-1,055,555","-1,050,963","-856,554","-1,482,535","-804,017","-2,672,190","-1,593,611","-1,841,680","-1,350,876","-1,106,678","-1,345,945","-1,200,025","-7,560,370","-953,642","-1,179,429","-1,170,247",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,541,722","1,540,799","1,540,684","1,538,689","1,532,600","1,524,717","1,516,659","1,506,485","1,431,659","1,406,657","1,344,006","1,344,696","1,016,217","874,669","874,626","675,136","629,623","628,835","623,333","582,423",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,541,722","1,540,799","1,540,684","1,538,689","1,532,600","1,524,717","1,516,659","1,506,485","1,431,659","1,406,657","1,344,006","1,344,696","1,016,217","874,669","874,626","675,136","629,623","628,835","623,333","582,423",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.595%,1.055%,1.584%,2.138%,7.051%,8.393%,12.846%,12.032%,40.881%,60.822%,53.666%,99.174%,61.401%,39.094%,40.314%,15.918%,62.991%,612.876%,672.427%,642.706%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.283,-0.827,-0.776,-0.761,-0.689,-0.689,-0.565,-0.984,-0.562,-1.900,-1.186,-1.370,-1.329,-1.265,-1.539,-1.777,-12.008,-1.517,-1.892,-2.009,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.283,-0.830,-0.776,-0.766,-0.689,-0.690,-0.565,-0.987,-0.562,-1.900,-1.186,-1.370,-1.329,-1.300,-1.539,-1.777,-12.008,-1.517,-1.892,-2.009,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-459,037","-525,104","-1,159,345","-793,027","-949,634","-1,269,120","-1,102,438","-750,907","-1,079,268","-728,899","-2,087,691","-1,458,699","-1,033,370","-726,810","-1,519,188","-953,660","-1,012,073","-1,300,740","-1,000,720","-1,677,752",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.298,-0.341,-0.752,-0.515,-0.620,-0.832,-0.727,-0.498,-0.754,-0.518,-1.553,-1.085,-1.017,-0.831,-1.737,-1.413,-1.607,-2.068,-1.605,-2.881,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-81.315%,-184.112%,-248.311%,-186.865%,-187.620%,-184.052%,-151.058%,-321.030%,-204.656%,-644.832%,-416.387%,-563.440%,-393.965%,-392.086%,-715.992%,-806.186%,-1087.926%,-869.995%,-2168.817%,-7235.755%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-71.091%,-175.380%,-233.961%,-174.341%,-172.709%,-161.437%,-141.382%,-304.439%,-194.090%,-641.259%,-409.676%,-553.716%,-386.772%,-384.794%,-703.887%,-792.975%,-6521.271%,-844.477%,-2078.326%,-6857.184%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-74.732%,-72.288%,-226.959%,-118.016%,-155.379%,-194.948%,-181.967%,-154.199%,-260.535%,-174.918%,-536.691%,-438.569%,-295.867%,-252.713%,-794.488%,-630.177%,-872.973%,-1151.841%,-1763.414%,-9830.962%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,-,-,-,-,-,-,-,-,"-1,873,835","-1,375,810","-1,127,462","-1,368,902","-1,220,018","-1,261,276","-982,293","-1,230,191","-1,234,021",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,-,-,-,-,-,-,-,-,189,189,189,189,-,-,166,591,833,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-499,473","-1,337,396","-1,268,414","-1,255,667","-1,146,685","-1,198,188","-915,175","-1,563,328","-847,786","-2,687,079","-1,619,715","-1,874,024","-1,375,999","-1,127,651","-1,369,091","-1,220,018","-1,261,276","-982,459","-1,230,782","-1,234,854",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-81.315%,-184.112%,-248.311%,-186.865%,-187.620%,-184.052%,-151.058%,-,-204.656%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"614,243","726,404","510,817","671,963","611,174","651,005","605,844","486,972","414,250","416,710","388,993","332,604","349,269","287,603","191,216","151,332","115,934","112,927","56,749","17,066",Upgrade,Financials in USD,Fiscal year is January - December
