Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"355,748,000","266,719,000","215,040,000","144,312,000","48,958,000","12,985,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),35.014%,24.032%,49.010%,194.767%,277.035%,9965.891%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"395,206,000","361,684,000","360,426,000","625,545,000","239,447,000","145,970,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-39,458,000","-94,965,000","-145,386,000","-481,233,000","-190,489,000","-132,985,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","298,749,000","281,608,000","258,971,000","218,831,000","111,312,000","70,211,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"298,749,000","281,608,000","258,971,000","218,831,000","111,312,000","70,211,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-338,207,000","-376,573,000","-404,357,000","-700,064,000","-301,801,000","-203,196,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,350,000",-,-,-,"-181,000","-293,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"38,321,000","39,797,000","14,582,000","2,190,000","5,120,000","8,232,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,"-221,000","-1,057,000","-1,119,000","-752,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"19,746,000","-14,850,000","-56,403,000","4,661,000","21,659,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"11,955,000","4,217,000","12,065,000","4,416,000","7,417,000","938,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-269,535,000","-347,409,000","-434,334,000","-689,854,000","-268,905,000","-195,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-1,313,000","2,789,000","-8,952,000","-14,617,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"10,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-270,848,000","-334,620,000","-443,286,000","-704,471,000","-268,905,000","-195,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-270,848,000","-334,620,000","-443,286,000","-704,471,000","-268,905,000","-195,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-270,848,000","-334,620,000","-443,286,000","-704,471,000","-268,905,000","-195,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"97,530,448","96,639,413","95,806,714","92,992,112","77,667,743","64,369,490",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"97,530,448","96,639,413","95,806,714","92,992,112","77,667,743","64,369,490",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.195%,0.869%,3.027%,19.731%,20.659%,22.353%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.777,-3.463,-4.627,-7.576,-3.462,-3.030,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.777,-3.463,-4.627,-7.576,-3.462,-3.030,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-177,296,000","-205,390,000","-392,227,000","-567,526,000","-226,185,000","-197,046,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.818,-2.125,-4.094,-6.103,-2.912,-3.061,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-11.091%,-35.605%,-67.609%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-95.069%,-141.187%,-188.038%,-485.104%,-616.449%,-1564.852%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-76.135%,-125.458%,-206.141%,-488.158%,-549.257%,-1502.280%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-49.838%,-77.006%,-182.397%,-393.263%,-461.998%,-1517.489%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-326,924,000","-367,544,000","-396,130,000","-693,577,000","-297,161,000","-199,430,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-91.898%,-137.802%,-184.212%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,283,000","9,029,000","8,227,000","6,487,000","4,640,000","3,766,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-338,207,000","-376,573,000","-404,357,000","-700,064,000","-301,801,000","-203,196,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-95.069%,-141.187%,-188.038%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"355,748,000","266,719,000","215,040,000","144,312,000","48,958,000","12,985,000",Upgrade,Financials in USD,Fiscal year is January - December
