Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","5,876,000","5,942,000","6,615,000","6,361,000","5,468,000","5,971,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"33,690,000","32,130,000","31,737,000","23,818,000","17,976,000","7,467,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"39,566,000","38,072,000","38,352,000","30,179,000","23,444,000","13,438,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-39,566,000","-38,072,000","-38,352,000","-30,179,000","-23,444,000","-13,438,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,662,000","-2,792,000","-1,033,000","-489,000","-87,000","-87,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"328,000","230,000","52,000","3,000","66,000","231,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,177,000","-432,000","557,000","138,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-45,077,000","-41,066,000","-38,776,000","-30,527,000","-23,465,000","-13,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-45,077,000","-41,066,000","-38,776,000","-30,527,000","-23,465,000","-13,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-45,077,000","-41,066,000","-38,776,000","-30,527,000","-23,465,000","-13,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"153,000","3,739,000","97,000","171,000","137,000","6,885,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-45,230,000","-44,805,000","-38,873,000","-30,698,000","-23,602,000","-20,179,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"62,088,750","60,159,000","59,391,000","58,527,000","57,029,000","52,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"62,088,750","60,159,000","59,391,000","58,527,000","57,029,000","52,238,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.266%,1.293%,1.476%,2.627%,9.171%,32.537%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.728,-0.745,-0.655,-0.525,-0.414,-0.386,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.728,-0.745,-0.655,-0.525,-0.414,-0.386,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-33,678,000","-32,965,000","-31,056,000","-24,308,000","-20,601,000","-10,848,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.542,-0.548,-0.523,-0.415,-0.361,-0.208,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-39,566,000","-38,072,000","-38,352,000","-30,179,000","-23,444,000","-13,438,000",Upgrade,Financials in USD,Fiscal year is January - December
