Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters,,
Operating Revenue,"1,286,000","1,286,000","567,500","567,500","1,796,000","3,599,000","12,798,000","17,552,000","18,346,000","13,104,000","22,071,000","21,609,000","21,502,000","20,575,000","21,461,000","20,943,000","20,899,000","1,056,000","1,590,000","1,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"1,286,000","1,286,000","567,500","567,500","1,796,000","3,599,000","12,798,000","17,552,000","18,346,000","13,104,000","22,071,000","21,609,000","21,502,000","20,575,000","21,461,000","20,943,000","20,899,000","1,056,000","1,590,000","1,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-28.396%,-64.268%,-95.566%,-96.767%,-90.210%,-72.535%,-42.014%,-18.775%,-14.678%,-36.311%,2.842%,3.180%,2.885%,1848.390%,1249.748%,1394.861%,1237.108%,-39.206%,16.998%,-36.491%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"702,000","702,000","520,500","520,500","806,000","1,612,000","8,598,000","9,451,000","8,995,000","6,293,000","10,434,000","9,229,000","10,590,000","10,253,000","10,652,000","10,337,000","14,188,000","1,715,000","788,000","629,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"584,000","584,000","47,000","47,000","990,000","1,987,000","4,200,000","8,101,000","9,351,000","6,811,000","11,637,000","12,380,000","10,912,000","10,322,000","10,809,000","10,606,000","6,711,000","-659,000","802,000","772,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,478,500","4,478,500","6,004,000","6,004,000","8,060,000","10,907,000","13,015,000","13,597,000","17,038,000","20,378,000","17,568,000","23,960,000","25,470,000","20,990,000","24,328,000","20,743,000","15,997,000","13,592,000","10,290,000","7,817,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"329,500","329,500","598,500","598,500","1,247,000","1,084,000","1,133,000","1,612,000","1,472,000","3,062,000","5,868,000","5,818,000","10,328,000","7,484,000","6,189,000","4,323,000","3,214,000","2,765,000","2,276,000","2,799,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,"-535,500","-535,500","-3,909,000","-3,584,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,808,000","4,808,000","6,067,000","6,067,000","5,398,000","8,407,000","14,148,000","15,209,000","18,510,000","23,440,000","23,436,000","29,778,000","35,798,000","28,474,000","30,517,000","25,066,000","19,211,000","16,357,000","12,566,000","10,616,000",Upgrade,Financials in USD,Fiscal year is January - December
