Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"34,264,000","27,762,000","25,288,000","23,915,000","24,810,000","19,021,000","19,495,000",-,"20,409,000","21,602,000","22,705,000","25,795,000","20,407,000","15,622,000","12,611,000","17,046,000","11,358,000","9,883,000","8,432,000","7,308,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"34,264,000","27,762,000","25,288,000","23,915,000","24,810,000","19,021,000","19,495,000",-,"20,409,000","21,602,000","22,705,000","25,795,000","20,407,000","15,622,000","12,611,000","17,046,000","11,358,000","9,883,000","8,432,000","7,308,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),38.106%,45.954%,29.715%,-,21.564%,-11.948%,-14.138%,-,0.010%,38.279%,80.041%,51.326%,79.671%,58.069%,49.561%,133.251%,96.335%,29.139%,180.692%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"23,537,000","21,465,000","20,805,000","22,002,000","20,840,000","15,922,000","16,568,000",-,"17,265,000","17,280,000","15,995,000","23,852,000","21,137,000","31,406,000","15,574,000","31,944,000","12,895,000","12,805,000","14,908,000","27,416,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"10,727,000","6,297,000","4,483,000","1,913,000","3,970,000","3,099,000","2,927,000",-,"3,144,000","4,322,000","6,710,000","1,943,000","-730,000","-15,784,000","-2,963,000","-14,898,000","-1,537,000","-2,922,000","-6,476,000","-20,108,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","17,954,000","17,097,000","14,239,000","16,169,000","19,662,000","18,748,000","17,597,000",-,"21,601,000","20,471,000","24,141,000","30,266,000","43,367,000","35,626,000","32,160,000","33,058,000","26,096,000","24,930,000","30,871,000","27,609,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,242,000","962,000","997,000","1,451,000","1,246,000","1,107,000","2,039,000",-,"2,541,000","4,194,000","3,921,000","6,557,000","6,473,000","5,199,000","5,102,000","7,411,000","4,734,000","3,631,000","4,590,000","6,079,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,328,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"22,556,000","21,311,000","18,374,000","20,082,000","24,322,000","23,719,000","23,696,000",-,"30,091,000","28,646,000","32,946,000","40,698,000","53,758,000","44,433,000","40,496,000","43,552,000","39,632,000","31,786,000","38,584,000","43,461,000",Upgrade,Financials in USD,Fiscal year is January - December
