Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"304,340,000","257,244,000","211,042,000","326,551,000","475,824,000","356,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"304,340,000","257,244,000","211,042,000","326,551,000","475,824,000","356,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),44.188%,21.892%,-35.372%,-31.371%,33.632%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"168,262,000","158,992,000","70,083,000","57,591,000","37,667,000","17,078,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"136,078,000","98,252,000","140,959,000","268,960,000","438,157,000","338,993,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","163,435,000","185,615,000","198,481,000","169,713,000","139,079,000","137,037,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"94,869,000","105,836,000","199,358,000","363,105,000","142,759,000","94,188,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"258,304,000","291,451,000","397,839,000","532,818,000","281,838,000","231,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-122,226,000","-193,199,000","-256,880,000","-263,858,000","156,319,000","107,768,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-32,431,000","-40,542,000","-32,474,000","-22,959,000","-21,166,000","-17,601,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,800,000","2,800,000","1,900,000","1,400,000","600,000","1,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"180,137,000","2,669,000","1,922,000","-1,683,000","-46,000","1,008,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"28,280,000","-228,272,000","-285,532,000","-287,100,000","135,707,000","92,775,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-5,500,000","-10,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-10,600,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-12,630,000",-,"-6,222,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-450,000","-238,272,000","-291,754,000","-287,100,000","135,707,000","92,775,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"-380,000",-,-,"3,463,000","2,942,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-450,000","-237,892,000","-291,754,000","-287,100,000","132,244,000","89,833,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-450,000","-237,892,000","-291,754,000","-287,100,000","132,244,000","89,833,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-450,000","-237,892,000","-291,754,000","-287,100,000","132,244,000","89,833,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,47.211%,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"113,651,627","94,162,637","77,630,020","75,449,632","71,411,705","69,679,916",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"113,651,627","94,162,637","77,630,020","75,449,632","83,491,898","73,185,943",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),32.618%,21.297%,2.890%,-9.632%,14.082%,12.533%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.004,-2.526,-3.758,-3.805,1.852,1.289,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.004,-2.526,-3.758,-3.805,1.624,1.230,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,31.994%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-62,271,000","-175,170,000","-243,163,000","-38,721,000","146,914,000","26,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.548,-1.860,-3.132,-0.513,1.760,0.363,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,44.712%,38.194%,66.792%,82.364%,92.084%,95.204%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-40.161%,-75.103%,-121.720%,-80.801%,32.852%,30.266%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-0.148%,-92.477%,-138.245%,-87.919%,27.793%,25.229%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-20.461%,-68.095%,-115.220%,-11.858%,30.876%,7.452%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-116,920,000","-189,408,000","-253,181,000","-260,404,000","159,207,000","111,027,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-38.417%,-73.630%,-119.967%,-79.744%,33.459%,31.181%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,306,000","3,791,000","3,699,000","3,454,000","2,888,000","3,259,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-122,226,000","-193,199,000","-256,880,000","-263,858,000","156,319,000","107,768,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-40.161%,-75.103%,-121.720%,-80.801%,32.852%,30.266%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,2.552%,3.171%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,"3,800,000","4,500,000",Upgrade,Financials in USD,Fiscal year is January - December
