Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
"Selling, General & Admin","5,364,697","5,620,870","8,909,167","9,298,678","5,074,694","4,279,357",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,762,870","1,267,077","1,950,308","8,395,648","5,853,291","3,965,543",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"8,127,567","6,887,947","10,859,475","17,694,326","10,927,985","8,244,900",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-8,127,567","-6,887,947","-10,859,475","-17,694,326","-10,927,985","-8,244,900",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"136,126","69,779","63,338","6,539","32,495","95,234",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-193,884","-193,884",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"62,020","10,162",-,"17,406","2,500",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-8,123,305","-7,001,890","-10,796,137","-17,670,381","-10,892,990","-8,149,666",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-46,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-1,548,397",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-4,464,427",-,-,"-252,625",-,"-441,763",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,031,098","-7,001,890","-10,796,137","-19,517,403","-10,892,990","-8,591,429",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-94,077",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-13,031,098","-7,001,890","-10,796,137","-19,423,326","-10,892,990","-8,591,429",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-15,896","1,878,549","-1,935,279",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,046,994","-5,123,341","-12,731,416","-19,423,326","-10,892,990","-8,591,429",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,046,994","-5,123,341","-12,731,416","-19,423,326","-10,892,990","-8,591,429",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,831,284","1,424,661","1,001,505","743,550","498,525","394,099",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,831,284","1,424,661","1,001,505","743,550","498,525","394,099",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),248.811%,42.252%,34.692%,49.150%,26.497%,107.012%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.405,-3.596,-12.712,-26.122,-21.850,-21.800,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.405,-3.596,-12.712,-26.122,-21.850,-21.800,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,691,040","-6,806,809","-11,185,985","-12,014,034","-7,633,161","-6,338,614",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.746,-4.778,-11.169,-16.158,-15.311,-16.084,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,127,002","-6,887,383","-10,858,911","-17,687,305","-10,927,421","-8,244,335",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,565,564,564,"7,021",564,565,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,127,567","-6,887,947","-10,859,475","-17,694,326","-10,927,985","-8,244,900",Upgrade,Financials in USD,Fiscal year is January - December
