Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+16 Quarters,,
Revenue,"16,000,000","19,243,000","10,030,000","16,926,000","16,506,000","7,002,000","35,578,000","402,493,000","2,631,000","5,442,000","1,916,000","19,870,000","4,395,000","1,771,000","644,000","15,680,000","2,643,000","12,359,000","8,269,000","1,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-3.066%,174.821%,-71.808%,-95.795%,527.366%,28.666%,1756.889%,1925.632%,-40.137%,207.284%,197.516%,26.722%,66.288%,-85.670%,-92.212%,735.376%,-66.374%,56.800%,-30.658%,-93.511%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"36,353,000","29,163,000","32,742,000","25,225,000","32,775,000","39,408,000","45,413,000","52,824,000","37,097,000","56,022,000","62,510,000","54,683,000","49,893,000","50,711,000","44,283,000","39,768,000","54,401,000","39,784,000","36,943,000","45,389,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-20,353,000","-9,920,000","-22,712,000","-8,299,000","-16,269,000","-32,406,000","-9,835,000","349,669,000","-34,466,000","-50,580,000","-60,594,000","-34,813,000","-45,498,000","-48,940,000","-43,639,000","-24,088,000","-51,758,000","-27,425,000","-28,674,000","-43,512,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,852,000","15,679,000","15,790,000","14,823,000","16,968,000","21,708,000","16,947,000","31,731,000","15,892,000","15,243,000","12,092,000","5,854,000","15,466,000","19,945,000","1,296,000","13,150,000","21,936,000","12,924,000","7,206,000","30,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,852,000","15,679,000","15,790,000","14,845,000","16,968,000","21,708,000","16,947,000","31,750,000","15,894,000","15,243,000","12,062,000","5,805,000","15,444,000","19,953,000","1,230,000","13,109,000","21,936,000","12,924,000","7,172,000","30,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-34,205,000","-25,599,000","-38,502,000","-23,144,000","-33,237,000","-54,114,000","-26,782,000","317,919,000","-50,360,000","-65,823,000","-72,656,000","-40,618,000","-60,942,000","-68,893,000","-44,869,000","-37,197,000","-73,694,000","-40,349,000","-35,846,000","-73,918,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"4,785,000","5,154,000","5,920,000","5,049,000","5,026,000","4,825,000","4,805,000","1,733,000","1,125,000","436,000","302,000","296,000","340,000","588,000","741,000","1,037,000","1,302,000","1,502,000","1,869,000","1,455,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-167,000","61,000","285,000","-554,000","264,000","-439,000","-456,000","-665,000","1,456,000","723,000","-362,000","6,000","813,000","435,000","-63,000","-1,227,000","-148,000","-165,000","3,223,000","-367,000",Upgrade,Financials in USD,Fiscal year is January - December
