Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"1,137,871,000","1,043,759,000","880,889,000","1,013,341,000","919,025,000","954,610,000","808,673,000","926,700,000","823,303,000","911,397,000","733,235,000","862,853,000","812,987,000","705,709,000","604,718,000","789,509,000","620,643,000","688,043,000","568,507,000","579,389,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"1,137,871,000","1,043,759,000","880,889,000","1,013,341,000","919,025,000","954,610,000","808,673,000","926,700,000","823,303,000","911,397,000","733,235,000","862,853,000","812,987,000","705,709,000","604,718,000","789,509,000","620,643,000","688,043,000","568,507,000","579,389,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),23.813%,9.339%,8.930%,9.349%,11.627%,4.741%,10.288%,7.400%,1.269%,29.146%,21.252%,9.290%,30.991%,2.568%,6.369%,36.266%,12.521%,29.836%,14.191%,9.649%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"659,167,000","1,215,014,000","489,191,000","517,148,000","436,853,000","468,527,000","462,101,000","559,441,000","440,360,000","400,376,000","400,729,000","524,244,000","383,963,000","391,382,000","346,600,000","454,697,000","487,420,000","333,218,000","1,114,736,000","345,082,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"478,704,000","-171,255,000","391,698,000","496,193,000","482,172,000","486,083,000","346,572,000","367,259,000","382,943,000","511,021,000","332,506,000","338,609,000","429,024,000","314,327,000","258,118,000","334,812,000","133,223,000","354,825,000","-546,229,000","234,307,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","308,472,000","305,406,000","299,502,000","293,246,000","267,111,000","283,423,000","314,876,000","272,096,000","265,795,000","252,586,000","208,859,000","226,556,000","191,054,000","169,209,000","154,144,000","167,228,000","121,025,000","118,234,000","111,385,000","136,322,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"308,472,000","305,406,000","299,502,000","293,246,000","267,111,000","283,423,000","314,876,000","272,096,000","265,795,000","252,586,000","208,859,000","226,556,000","191,054,000","169,209,000","154,144,000","167,228,000","121,025,000","118,234,000","111,385,000","136,322,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"170,232,000","-476,661,000","92,196,000","202,947,000","215,061,000","202,660,000","31,696,000","95,163,000","117,148,000","258,435,000","123,647,000","112,053,000","237,970,000","145,118,000","103,974,000","167,584,000","12,198,000","236,591,000","-657,614,000","97,985,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-774,000","-657,000","-430,000","-804,000","-623,000","-655,000","-469,000","-667,000","-641,000","-678,000","-680,000","-752,000","-439,000","-358,000","-359,000","-428,000","-544,000","-600,000","-602,000","-607,000",Upgrade,Financials in USD,Fiscal year is January - December
