Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"175,375,000","161,388,000","144,866,000","132,099,000","126,173,000","110,792,000","95,306,000","87,869,000","71,870,000","55,579,000","34,996,000","25,671,000","22,207,000","20,047,000","15,878,000","12,454,270","7,368,594","1,906,636","1,083,479","60,613",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),38.996%,45.668%,52.001%,50.336%,75.557%,99.341%,172.334%,242.289%,223.637%,177.243%,120.406%,106.122%,201.374%,951.433%,1365.464%,20447.193%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"82,123,000","67,537,000","52,733,000","61,476,000","50,679,000","56,957,000","44,775,000","40,650,000","39,124,000","43,186,000","32,198,000","31,997,000","29,033,000","19,337,000","16,513,000","15,439,658","10,831,475","25,333,396","16,072,637","19,065,725",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"93,252,000","93,851,000","92,133,000","70,623,000","75,494,000","53,835,000","50,531,000","47,219,000","32,746,000","12,393,000","2,798,000","-6,326,000","-6,826,000","710,000","-635,000","-2,985,388","-3,462,881","-23,426,760","-14,989,158","-19,005,112",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","132,101,000","121,574,000","113,085,000","104,720,000","105,207,000","101,014,000","98,923,000","94,631,000","88,375,000","100,316,000","75,460,000","79,678,000","70,498,000","69,851,000","52,584,000","58,347,948","52,473,573","41,445,557","34,096,366","22,763,547",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"132,101,000","121,574,000","113,085,000","104,720,000","105,207,000","101,014,000","98,923,000","94,631,000","88,375,000","100,316,000","75,460,000","79,678,000","70,498,000","69,851,000","52,584,000","58,347,948","52,473,573","41,445,557","34,096,366","22,763,547",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-38,849,000","-27,723,000","-20,952,000","-34,097,000","-29,713,000","-47,179,000","-48,392,000","-47,412,000","-55,629,000","-87,923,000","-72,662,000","-86,004,000","-77,324,000","-69,141,000","-53,219,000","-61,333,336","-55,936,454","-64,872,317","-49,085,524","-41,768,659",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,899,000","11,560,000","6,064,000","5,966,000","5,498,000","4,530,000","4,349,000","3,386,000","2,122,000","1,320,000","548,000","270,000","393,000","421,000","484,000","644,390","752,829","1,160,059","1,678,203","1,185,808",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-25,950,000","-16,163,000","-14,888,000","-28,131,000","-24,215,000","-42,649,000","-44,043,000","-44,026,000","-53,507,000","-86,603,000","-72,114,000","-85,734,000","-76,931,000","-68,720,000","-52,735,000","-60,688,946","-55,183,625","-63,712,258","-47,407,321","-40,582,851",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"374,000","57,000","359,000","448,000","43,000","135,000","10,000",-,"1,000",-,"5,000",-,"-23,000","24,000","5,000","10,232",-,-,"3,281",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-26,324,000","-16,220,000","-15,247,000","-28,579,000","-24,258,000","-42,784,000","-44,053,000","-44,026,000","-53,508,000","-86,603,000","-72,119,000","-85,734,000","-76,908,000","-68,744,000","-52,740,000","-60,699,178","-55,183,625","-63,712,258","-47,410,602","-40,582,851",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-26,324,000","-16,220,000","-15,247,000","-28,579,000","-24,258,000","-42,784,000","-44,053,000","-44,026,000","-53,508,000","-86,603,000","-72,119,000","-85,734,000","-76,908,000","-68,744,000","-52,740,000","-60,699,178","-55,183,625","-63,712,258","-47,410,602","-40,582,851",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"105,768,386","103,723,007","96,875,275","96,285,558","96,143,083","95,948,063","95,134,694","94,751,563","94,516,794","94,285,117","92,604,290","81,475,688","81,354,724","81,229,788","80,946,450","80,293,750","69,530,039","66,429,371","65,106,103","55,276,251",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"105,768,386","103,723,007","96,875,275","96,285,558","96,143,083","95,948,063","95,134,694","94,751,563","94,516,794","94,285,117","92,604,290","81,475,688","81,354,724","81,229,788","80,946,450","80,293,750","69,530,039","66,429,371","65,106,103","55,276,251",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.011%,8.103%,1.830%,1.619%,1.721%,1.764%,2.732%,16.294%,16.179%,16.072%,14.402%,1.472%,17.007%,22.280%,24.330%,45.259%,25.943%,20.461%,18.132%,0.960%,Upgrade,Financials in USD,Fiscal year is January - December
