Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Apr '23 Apr 30, 2023","Apr '22 Apr 30, 2022","Apr '21 Apr 30, 2021","Apr '20 Apr 30, 2020",2019 - 2015,,
Revenue,"53,571,000","50,155,000","53,870,000","49,109,000","41,040,000","32,123,000",Upgrade,Financials in USD,Fiscal year is May - April
Revenue Growth (YoY),7.189%,-6.896%,9.695%,19.661%,27.759%,18.680%,Upgrade,Financials in USD,Fiscal year is May - April
Cost of Revenue,"29,599,000","29,401,000","29,532,000","23,632,000","21,446,000","17,000,000",Upgrade,Financials in USD,Fiscal year is May - April
Gross Profit,"23,972,000","20,754,000","24,338,000","25,477,000","19,594,000","15,123,000",Upgrade,Financials in USD,Fiscal year is May - April
"Selling, General & Admin","16,946,000","18,131,000","17,242,000","15,496,000","12,032,000","10,856,000",Upgrade,Financials in USD,Fiscal year is May - April
Research & Development,"7,379,000","9,544,000","11,545,000","9,374,000","7,196,000","5,853,000",Upgrade,Financials in USD,Fiscal year is May - April
Operating Expenses,"24,325,000","27,675,000","28,787,000","24,870,000","19,228,000","16,709,000",Upgrade,Financials in USD,Fiscal year is May - April
Operating Income,"-353,000","-6,921,000","-4,449,000","607,000","366,000","-1,586,000",Upgrade,Financials in USD,Fiscal year is May - April
Interest Expense,"-28,000","-28,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Interest & Investment Income,"92,000","92,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Currency Exchange Gain (Loss),"-16,000","-16,000","-11,000","-24,000","-5,000",-,Upgrade,Financials in USD,Fiscal year is May - April
Other Non Operating Income (Expenses),"102,000",-,-,-,-,"-94,000",Upgrade,Financials in USD,Fiscal year is May - April
EBT Excluding Unusual Items,"-203,000","-6,873,000","-4,460,000","583,000","361,000","-1,680,000",Upgrade,Financials in USD,Fiscal year is May - April
Impairment of Goodwill,-,-,-,-,-,"-335,000",Upgrade,Financials in USD,Fiscal year is May - April
Gain (Loss) on Sale of Assets,"-435,000","-435,000",-,-,-,"52,000",Upgrade,Financials in USD,Fiscal year is May - April
Asset Writedown,-,-,"-807,000",-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Other Unusual Items,-,-,-,-,"76,000",-,Upgrade,Financials in USD,Fiscal year is May - April
Pretax Income,"-638,000","-7,308,000","-5,267,000","583,000","437,000","-1,963,000",Upgrade,Financials in USD,Fiscal year is May - April
Income Tax Expense,"-40,000","-32,000","68,000","35,000","75,000","130,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income,"-598,000","-7,276,000","-5,335,000","548,000","362,000","-2,093,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income to Common,"-598,000","-7,276,000","-5,335,000","548,000","362,000","-2,093,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income Growth,-,-,-,51.381%,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Basic),"13,579,673","13,547,604","13,541,559","13,197,170","13,138,995","11,843,463",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Diluted),"13,579,673","13,547,604","13,541,559","14,159,799","14,573,561","11,843,463",Upgrade,Financials in USD,Fiscal year is May - April
Shares Change (YoY),0.251%,0.045%,-4.366%,-2.839%,23.052%,-15.981%,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Basic),-0.044,-0.537,-0.394,0.042,0.028,-0.177,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Diluted),-0.044,-0.537,-0.394,0.040,0.020,-0.180,Upgrade,Financials in USD,Fiscal year is May - April
EPS Growth,-,-,-,100.010%,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow,"-2,890,000","-6,973,000","1,100,000","4,113,000","-4,962,000","685,000",Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Per Share,-0.213,-0.515,0.081,0.290,-0.340,0.058,Upgrade,Financials in USD,Fiscal year is May - April
Gross Margin,44.748%,41.380%,45.179%,51.878%,47.744%,47.078%,Upgrade,Financials in USD,Fiscal year is May - April
Operating Margin,-0.659%,-13.799%,-8.259%,1.236%,0.892%,-4.937%,Upgrade,Financials in USD,Fiscal year is May - April
Profit Margin,-1.116%,-14.507%,-9.903%,1.116%,0.882%,-6.516%,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Margin,-5.395%,-13.903%,2.042%,8.375%,-12.091%,2.132%,Upgrade,Financials in USD,Fiscal year is May - April
EBITDA,"1,433,000","-5,054,000","-2,833,000","2,234,000","1,550,000","-761,000",Upgrade,Financials in USD,Fiscal year is May - April
EBITDA Margin,2.675%,-10.077%,-5.259%,4.549%,3.777%,-2.369%,Upgrade,Financials in USD,Fiscal year is May - April
D&A For EBITDA,"1,786,000","1,867,000","1,616,000","1,627,000","1,184,000","825,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT,"-353,000","-6,921,000","-4,449,000","607,000","366,000","-1,586,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT Margin,-0.659%,-13.799%,-8.259%,1.236%,0.892%,-4.937%,Upgrade,Financials in USD,Fiscal year is May - April
Effective Tax Rate,-,-,-,6.003%,17.162%,-,Upgrade,Financials in USD,Fiscal year is May - April
