Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"79,759,000","81,002,000","107,399,000","96,669,000","65,632,000","27,632,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-18.247%,-24.578%,11.100%,47.289%,137.522%,277.468%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"25,496,000","25,686,000","40,767,000","46,386,000","36,432,000","8,281,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"54,263,000","55,316,000","66,632,000","50,283,000","29,200,000","19,351,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","47,870,000","49,472,000","70,078,000","69,880,000","55,808,000","31,060,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"2,622,000","2,791,000","4,095,000","12,662,000","5,623,000","1,722,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"55,701,000","57,475,000","78,961,000","88,386,000","67,440,000","37,272,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-1,438,000","-2,159,000","-12,329,000","-38,103,000","-38,240,000","-17,921,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-4,503,000","-4,792,000","-4,963,000","-14,000","-6,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"5,309,000","-3,436,000","4,977,000","862,000","-2,044,000","-2,604,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-632,000","-10,387,000","-12,315,000","-37,255,000","-40,290,000","-20,525,000",Upgrade,Financials in USD,Fiscal year is July - June
Merger & Restructuring Charges,"-3,879,000","-3,095,000",-,-,"-7,805,000","-3,015,000",Upgrade,Financials in USD,Fiscal year is July - June
Impairment of Goodwill,-,-,-,"-65,802,000",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,-,-,"-5,705,000","-7,656,000","-12,825,000","-195,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,"-594,000","-594,000","969,000","1,824,000","2,890,000","10,114,000",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-5,105,000","-14,076,000","-17,051,000","-108,889,000","-58,030,000","-13,621,000",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"2,173,000","1,768,000",-,"-110,000","259,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-6,250,000","-15,844,000","-17,051,000","-108,779,000","-58,289,000","-13,621,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-6,250,000","-15,844,000","-17,051,000","-108,779,000","-58,289,000","-13,621,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"5,684,453","5,537,957","3,339,906","1,469,875","837,334","225,960",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"5,684,453","5,537,957","3,339,906","1,469,875","837,334","225,960",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),39.293%,65.812%,127.224%,75.542%,270.567%,479.801%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-1.099,-2.861,-5.105,-74.006,-69.613,-60.281,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-1.615,-2.861,-5.105,-74.010,-69.613,-60.281,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-2,503,000","-1,388,000","-5,129,000","-28,823,000","-28,305,000","-28,374,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.440,-0.251,-1.536,-19.609,-33.804,-125.571,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,68.034%,68.290%,62.041%,52.016%,44.490%,70.031%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-1.803%,-2.665%,-11.480%,-39.416%,-58.264%,-64.856%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-7.836%,-19.560%,-15.876%,-112.527%,-88.812%,-49.294%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-3.138%,-1.714%,-4.776%,-29.816%,-43.127%,-102.685%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"6,418,000","6,113,000","-3,514,000","-27,957,000","-29,039,000","-12,207,000",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,8.047%,7.547%,-3.272%,-28.920%,-44.245%,-44.177%,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"7,856,000","8,272,000","8,815,000","10,146,000","9,201,000","5,714,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-1,438,000","-2,159,000","-12,329,000","-38,103,000","-38,240,000","-17,921,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-1.803%,-2.665%,-11.480%,-39.416%,-58.264%,-64.856%,Upgrade,Financials in USD,Fiscal year is July - June
Advertising Expenses,-,"4,875,000","17,217,000","13,600,000","15,200,000","4,700,000",Upgrade,Financials in USD,Fiscal year is July - June
