Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Jul '24 Jul 31, 2024","Apr '24 Apr 30, 2024","Jan '24 Jan 31, 2024","Oct '23 Oct 31, 2023","Jul '23 Jul 31, 2023","Apr '23 Apr 30, 2023","Jan '23 Jan 31, 2023","Oct '22 Oct 31, 2022","Jul '22 Jul 31, 2022","Apr '22 Apr 30, 2022","Jan '22 Jan 31, 2022","Oct '21 Oct 31, 2021","Jul '21 Jul 31, 2021","Apr '21 Apr 30, 2021","Jan '21 Jan 31, 2021","Oct '20 Oct 31, 2020","Jul '20 Jul 31, 2020","Apr '20 Apr 30, 2020","Jan '20 Jan 31, 2020",+20 Quarters,,
"Selling, General & Admin","1,008,590","1,172,871","1,072,033","1,742,214","1,327,487","1,970,843","817,409","1,507,590","2,140,624","1,521,335","1,253,636","698,080","869,623","879,738","714,670","582,759","798,201","611,102","652,235","762,012",Upgrade,Financials in USD,Fiscal year is May - April
Research & Development,"97,470","96,016","94,183","126,732","82,033","104,483","85,874","45,393","177,996","159,273","254,065","158,039","135,220","143,613","320,273","174,088","151,314","270,574","97,655","113,296",Upgrade,Financials in USD,Fiscal year is May - April
Operating Expenses,"1,106,060","1,268,887","1,166,216","1,868,946","1,409,520","2,075,326","903,283","1,552,983","2,318,620","1,680,608","1,507,701","856,119","1,004,843","1,023,351","1,034,943","756,847","949,515","881,676","749,890","875,308",Upgrade,Financials in USD,Fiscal year is May - April
Operating Income,"-1,106,060","-1,268,887","-1,166,216","-1,868,946","-1,409,520","-2,075,326","-903,283","-1,552,983","-2,318,620","-1,680,608","-1,507,701","-856,119","-1,004,843","-1,023,351","-1,034,943","-756,847","-949,515","-881,676","-749,890","-875,308",Upgrade,Financials in USD,Fiscal year is May - April
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-42,-467,"-1,040",-249,-677,-388,-453,-,Upgrade,Financials in USD,Fiscal year is May - April
Interest & Investment Income,"382,562","547,432","747,098","881,662","894,181","875,878","722,937","635,889","439,171","139,502","86,567","45,459","25,619",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,080",-,-,Upgrade,Financials in USD,Fiscal year is May - April
Other Non Operating Income (Expenses),"3,518,938","2,022,810","3,765,819","367,747","3,305,235","-1,983,849","54,008","152,958","-1,058","-3,906","-1,573",-630,-480,"-1,600",-,-,-,-,-40,-,Upgrade,Financials in USD,Fiscal year is May - April
EBT Excluding Unusual Items,"2,795,440","1,301,355","3,346,701","-619,537","2,789,896","-3,183,297","-126,338","-764,136","-1,880,507","-1,545,012","-1,422,707","-811,290","-979,746","-1,025,418","-1,035,983","-757,096","-950,192","-883,144","-750,383","-875,308",Upgrade,Financials in USD,Fiscal year is May - April
