Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"16,772,000,000","15,846,000,000","14,925,000,000","15,878,000,000","16,659,000,000","16,887,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),9.815%,6.171%,-6.002%,-4.688%,-1.350%,-7.575%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,413,000,000","8,200,000,000","7,952,000,000","8,284,000,000","8,933,000,000","9,351,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"8,359,000,000","7,646,000,000","6,973,000,000","7,594,000,000","7,726,000,000","7,536,000,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,652,000,000","3,498,000,000","3,445,000,000","3,528,000,000","3,671,000,000","3,806,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"978,000,000","953,000,000","838,000,000","967,000,000","997,000,000","1,010,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-1,000,000","15,000,000","28,000,000","20,000,000","3,000,000","4,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,629,000,000","4,466,000,000","4,311,000,000","4,515,000,000","4,671,000,000","4,820,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"3,730,000,000","3,180,000,000","2,662,000,000","3,079,000,000","3,055,000,000","2,716,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,011,000,000","-1,029,000,000","-930,000,000","-891,000,000","-901,000,000","-822,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"68,000,000","68,000,000","10,000,000",-,"104,000,000","41,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"2,000,000","2,000,000","21,000,000","9,000,000","138,000,000","-13,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-43,000,000","-30,000,000","16,000,000","-7,000,000","26,000,000","15,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-26,000,000","-66,000,000","-62,000,000","-69,000,000","-63,000,000","-56,000,000",Upgrade,Financials in USD,Fiscal year is January - December
