Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"263,000,000","117,000,000","112,000,000","383,000,000","78,000,000","15,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),119.167%,4.464%,-70.757%,391.026%,420.000%,79.576%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"440,000,000","340,000,000","288,000,000","257,000,000","159,000,000","78,481,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-177,000,000","-223,000,000","-176,000,000","126,000,000","-81,000,000","-63,481,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","121,000,000","117,000,000","104,000,000","72,000,000","43,000,000","25,228,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"121,000,000","117,000,000","104,000,000","72,000,000","43,000,000","25,228,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-298,000,000","-340,000,000","-280,000,000","54,000,000","-124,000,000","-88,709,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,000,000","-2,000,000","-2,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"51,000,000","41,000,000","16,000,000","1,000,000","1,000,000","5,201,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,"-1,202,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-249,000,000","-301,000,000","-266,000,000","55,000,000","-123,000,000","-84,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-269,000,000","-301,000,000","-266,000,000","55,000,000","-123,000,000","-84,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,000,000","6,000,000","1,000,000","2,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-270,000,000","-307,000,000","-267,000,000","53,000,000","-123,000,000","-84,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-270,000,000","-307,000,000","-267,000,000","53,000,000","-123,000,000","-84,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"86,000,000","74,000,000","72,000,000","69,300,000","54,800,000","43,825,991",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"86,000,000","74,000,000","72,000,000","74,000,000","54,800,000","43,825,991",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.246%,2.778%,-2.703%,35.036%,25.040%,26.598%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.140,-4.149,-3.708,0.765,-2.245,-1.933,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.141,-4.150,-3.710,0.710,-2.245,-1.933,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-169,000,000","-330,000,000","432,000,000","-282,000,000","108,000,000","-75,387,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.965,-4.459,6.000,-3.811,1.971,-1.720,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-67.300%,-190.598%,-157.143%,32.898%,-103.846%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-113.308%,-290.598%,-250.000%,14.099%,-158.974%,-591.393%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-102.662%,-262.393%,-238.393%,13.838%,-157.692%,-564.733%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-64.259%,-282.051%,385.714%,-73.629%,138.462%,-502.580%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-288,000,000","-332,000,000","-274,000,000","58,000,000","-121,000,000","-85,131,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-109.506%,-283.761%,-244.643%,15.144%,-155.128%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"10,000,000","8,000,000","6,000,000","4,000,000","3,000,000","3,578,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-298,000,000","-340,000,000","-280,000,000","54,000,000","-124,000,000","-88,709,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-113.308%,-290.598%,-250.000%,14.099%,-158.974%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,3.636%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"263,000,000","117,000,000","112,000,000","383,000,000","78,000,000","15,000,000",Upgrade,Financials in USD,Fiscal year is January - December
