Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","3,757,000","3,923,000","4,656,000","5,661,000","4,128,000","4,196,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"3,028,000","3,569,000","12,995,000","27,220,000","26,082,000","18,180,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,785,000","7,492,000","17,651,000","32,881,000","30,210,000","22,376,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-6,785,000","-7,492,000","-17,651,000","-32,881,000","-30,210,000","-22,376,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"375,000","375,000","297,000","562,000","1,192,000","1,953,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-36,000","-36,000","36,000","-25,000","-119,000","-111,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-184,000","-11,000","-22,000","-43,000","-31,000","-33,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-6,630,000","-7,164,000","-17,340,000","-32,387,000","-29,168,000","-20,567,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"306,000","252,000","-526,000","-80,000","397,000","106,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-6,324,000","-6,912,000","-17,866,000","-32,467,000","-28,771,000","-20,461,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,324,000","-6,912,000","-17,866,000","-32,467,000","-28,771,000","-20,461,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,324,000","-6,912,000","-17,866,000","-32,467,000","-28,771,000","-20,461,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"558,873","230,795","139,682","136,654","118,227","117,302",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"558,873","230,795","139,682","136,654","118,227","117,302",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),136.813%,65.229%,2.216%,15.586%,0.789%,16.411%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-11.316,-29.949,-127.905,-237.585,-243.354,-174.430,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-11.337,-30.000,-127.905,-237.600,-243.354,-174.430,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,809,000","-6,137,000","-18,505,000","-32,903,000","-26,331,000","-14,949,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-8.605,-26.591,-132.479,-240.776,-222.716,-127.440,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,696,000","-7,461,000","-17,616,000","-32,839,000","-30,171,000","-22,341,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"89,000","31,000","35,000","42,000","39,000","35,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,785,000","-7,492,000","-17,651,000","-32,881,000","-30,210,000","-22,376,000",Upgrade,Financials in USD,Fiscal year is January - December
