Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,"688,000","198,000","168,000","174,000","625,000","1,362,000","3,644,000","1,399,000","13,696,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,10.080%,-85.463%,-95.390%,-87.563%,-95.437%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,"34,928,000","28,223,000",-,-,"13,776,000","14,251,000","11,977,000","15,373,000","16,978,000","16,782,000","14,853,000","13,579,000","11,855,000","15,756,000","12,451,000","16,869,000","14,562,000","17,566,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,"-34,928,000","-28,223,000",-,"688,000","-13,578,000","-14,083,000","-11,803,000","-14,748,000","-15,616,000","-13,138,000","-13,454,000","117,000","-11,855,000","-15,756,000","-12,451,000","-16,869,000","-14,562,000","-17,566,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","10,648,000","11,511,000","12,846,000","8,579,000","8,584,000","6,569,000","5,228,000","5,079,000","6,952,000","7,675,000","8,825,000","7,304,000","6,839,000","6,822,000","6,354,000","7,020,000","5,672,000","4,691,000","4,460,000","4,343,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"44,744,000","32,636,000",-,-,"24,660,000","11,927,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"55,392,000","44,147,000","12,846,000","8,579,000","33,244,000","18,496,000","5,228,000","5,079,000","6,952,000","7,675,000","8,825,000","7,304,000","6,839,000","6,822,000","6,354,000","7,020,000","5,672,000","4,691,000","4,460,000","4,343,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-55,392,000","-44,147,000","-47,774,000","-36,802,000","-33,244,000","-17,808,000","-18,806,000","-19,162,000","-18,755,000","-22,423,000","-24,441,000","-20,442,000","-20,293,000","-6,705,000","-18,209,000","-22,776,000","-18,123,000","-21,560,000","-19,022,000","-21,909,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,184,000","5,920,000","4,432,000","4,126,000","1,251,000","350,000","420,000","410,000","288,000","104,000","35,000","34,000","36,000","19,000","22,000","44,000","88,000","161,000","300,000","432,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-18,802,000","-610,000","-483,000","-21,392,000","-23,018,000","-58,178,000","-72,000","-32,000","24,000","5,000","-30,000","-15,000","-24,000","-52,000","-31,000","18,000","2,000","-19,000","-6,000","-18,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-69,010,000","-38,837,000","-43,825,000","-54,068,000","-55,011,000","-75,636,000","-18,458,000","-18,784,000","-18,443,000","-22,314,000","-24,436,000","-20,423,000","-20,281,000","-6,738,000","-18,218,000","-22,714,000","-18,033,000","-21,418,000","-18,728,000","-21,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-10,952,000",-,"-10,952,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
