Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"13,299,000,000","12,581,100,000","11,807,800,000","15,790,500,000","7,940,100,000","6,383,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"548,100,000","536,100,000","365,100,000","281,200,000","557,000,000","174,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"13,847,100,000","13,117,200,000","12,172,900,000","16,071,700,000","8,497,100,000","6,557,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),5.725%,7.757%,-24.259%,89.143%,29.576%,27.441%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,819,200,000","6,254,800,000","5,152,900,000","5,297,600,000","3,766,900,000","3,215,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"7,027,900,000","6,862,400,000","7,020,000,000","10,774,100,000","4,730,200,000","3,342,500,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,899,900,000","2,631,300,000","2,115,900,000","1,824,900,000","1,346,000,000","1,341,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"-500,000","-2,100,000","-89,900,000","-45,600,000","-280,400,000","-209,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,899,400,000","2,629,200,000","2,026,000,000","1,779,300,000","1,065,600,000","1,132,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"4,128,500,000","4,233,200,000","4,994,000,000","8,994,800,000","3,664,600,000","2,209,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-63,000,000","-73,000,000","-59,400,000","-57,300,000","-56,900,000","-30,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"677,000,000","495,900,000","160,100,000","45,800,000","75,400,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-12,900,000","-12,900,000","50,200,000","400,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"6,000,000","-20,000,000","8,800,000","4,000,000","19,300,000","131,200,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"4,735,600,000","4,623,200,000","5,153,700,000","8,987,700,000","3,702,400,000","2,310,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"388,900,000","-237,800,000","-39,800,000","386,100,000","196,000,000","118,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-37,900,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"4,969,400,000","4,199,300,000","4,858,800,000","9,325,800,000","3,810,400,000","2,429,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"314,900,000","245,700,000","520,400,000","1,250,500,000","297,200,000","313,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"4,654,500,000","3,953,600,000","4,338,400,000","8,075,300,000","3,513,200,000","2,115,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"4,654,500,000","3,953,600,000","4,338,400,000","8,075,300,000","3,513,200,000","2,115,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,16.622%,-8.870%,-46.276%,129.856%,66.046%,-13.443%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"107,600,000","106,700,000","107,100,000","105,700,000","107,600,000","109,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"115,125,000","113,700,000","113,500,000","112,200,000","115,100,000","114,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.164%,0.176%,1.159%,-2.520%,0.436%,-0.174%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),43.257,37.053,40.508,76.398,32.651,19.375,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),40.428,34.770,38.220,71.970,30.520,18.460,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,15.314%,-9.027%,-46.895%,135.813%,65.330%,-13.293%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"3,439,700,000","3,875,400,000","4,424,800,000","6,529,400,000","2,003,500,000","2,000,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,29.878,34.084,38.985,58.194,17.407,17.455,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,50.754%,52.316%,57.669%,67.038%,55.668%,50.971%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,29.815%,32.272%,41.026%,55.967%,43.128%,33.698%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,33.614%,30.141%,35.640%,50.245%,41.346%,32.265%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,24.841%,29.544%,36.350%,40.627%,23.579%,30.505%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,598,000,000","4,654,200,000","5,335,400,000","9,281,000,000","3,900,500,000","2,420,100,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,33.206%,35.482%,43.830%,57.747%,45.904%,36.905%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"469,500,000","421,000,000","341,400,000","286,200,000","235,900,000","210,300,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"4,128,500,000","4,233,200,000","4,994,000,000","8,994,800,000","3,664,600,000","2,209,800,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,29.815%,32.272%,41.026%,55.967%,43.128%,33.698%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,6.337%,5.851%,10.710%,13.409%,7.800%,12.898%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"13,847,100,000","13,117,200,000","12,172,900,000","16,071,700,000","8,497,100,000","6,557,600,000",Upgrade,Financials in USD,Fiscal year is January - December
